Date,corporate_loans_lagged_금리(연리%),corporate_loans_lagged_금리(연리%)_lag_6,corporate_loans_long_금리(연리%),GFCF_ICT_Real_long_GFCF_Real,GFCF_Real_ma6_GFCF_Real,GFCF_Real_ma6_GFCF_Real_6년_이동평균,ict_수입액 (백만US$),ict_수출액 (백만US$),info_comm_value,investment_final_전기기기 및 장치_계절조정지수 (2020=100),investment_final_전기기기 및 장치_원지수 (2020=100),investment_final_컴퓨터사무용기계_계절조정지수 (2020=100),investment_final_컴퓨터사무용기계_원지수 (2020=100),investment_final_특수산업용기계_계절조정지수 (2020=100),investment_final_특수산업용기계_원지수 (2020=100),investment_lagged_계절조정지수 (2020=100)_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_특수산업용기계,investment_lagged_원지수 (2020=100)_전기기기 및 장치,investment_lagged_원지수 (2020=100)_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_특수산업용기계,investment_lagged_계절조정지수 (2020=100)_lag_1_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_lag_1_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_lag_1_특수산업용기계,investment_lagged_계절조정지수 (2020=100)_lag_3_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_lag_3_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_lag_3_특수산업용기계,investment_lagged_계절조정지수 (2020=100)_lag_6_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_lag_6_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_lag_6_특수산업용기계,investment_lagged_계절조정지수 (2020=100)_lag_12_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_lag_12_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_lag_12_특수산업용기계,investment_lagged_원지수 (2020=100)_lag_1_전기기기 및 장치,investment_lagged_원지수 (2020=100)_lag_1_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_lag_1_특수산업용기계,investment_lagged_원지수 (2020=100)_lag_3_전기기기 및 장치,investment_lagged_원지수 (2020=100)_lag_3_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_lag_3_특수산업용기계,investment_lagged_원지수 (2020=100)_lag_6_전기기기 및 장치,investment_lagged_원지수 (2020=100)_lag_6_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_lag_6_특수산업용기계,investment_lagged_원지수 (2020=100)_lag_12_전기기기 및 장치,investment_lagged_원지수 (2020=100)_lag_12_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_lag_12_특수산업용기계,investment_ma_돈_전기기기 및 장치_원지수 (2020=100),investment_ma_돈_전기기기 및 장치_계절조정지수 (2020=100),investment_ma_돈_컴퓨터사무용기계_원지수 (2020=100),investment_ma_돈_컴퓨터사무용기계_계절조정지수 (2020=100),investment_ma_돈_특수산업용기계_원지수 (2020=100),investment_ma_돈_특수산업용기계_계절조정지수 (2020=100),investment_ma_이동평균_3개월_전기기기 및 장치_원지수 (2020=100),investment_ma_이동평균_3개월_전기기기 및 장치_계절조정지수 (2020=100),investment_ma_이동평균_3개월_컴퓨터사무용기계_원지수 (2020=100),investment_ma_이동평균_3개월_컴퓨터사무용기계_계절조정지수 (2020=100),investment_ma_이동평균_3개월_특수산업용기계_원지수 (2020=100),investment_ma_이동평균_3개월_특수산업용기계_계절조정지수 (2020=100),investment_ma_이동평균_6개월_전기기기 및 장치_원지수 (2020=100),investment_ma_이동평균_6개월_전기기기 및 장치_계절조정지수 (2020=100),investment_ma_이동평균_6개월_컴퓨터사무용기계_원지수 (2020=100),investment_ma_이동평균_6개월_컴퓨터사무용기계_계절조정지수 (2020=100),investment_ma_이동평균_6개월_특수산업용기계_원지수 (2020=100),investment_ma_이동평균_6개월_특수산업용기계_계절조정지수 (2020=100),investment_ma_이동평균_12개월_전기기기 및 장치_원지수 (2020=100),investment_ma_이동평균_12개월_전기기기 및 장치_계절조정지수 (2020=100),investment_ma_이동평균_12개월_컴퓨터사무용기계_원지수 (2020=100),investment_ma_이동평균_12개월_컴퓨터사무용기계_계절조정지수 (2020=100),investment_ma_이동평균_12개월_특수산업용기계_원지수 (2020=100),investment_ma_이동평균_12개월_특수산업용기계_계절조정지수 (2020=100),exchange_rate_lagged_환율,exchange_rate_lagged_환율_lag_1,exchange_rate_lagged_환율_lag_6,exchange_rate_long_환율,software_expenditure,gdp_통신업,application_lag1,application_lag2,corp_domestic_applications,corp_domestic_registrations,loan_avg,loan_avg_lag1,loan_avg_lag2,manufacturing_productivity,registration_lag1,registration_lag2,regular_avg_wage,rnd_total,rnd_total_by_industry_app_sw,rnd_total_by_industry_consulting,rnd_total_by_industry_embedded_sw,rnd_total_by_industry_info_svc,rnd_total_by_industry_programming_svc,rnd_total_by_industry_system_sw,rnd_total_by_industry_virtual_asset,rnd_total_lag1,rnd_total_lag1_x,rnd_total_lag1_y,rnd_total_lag2,rnd_total_lag2_x,rnd_total_lag2_y,service_productivity,application_lag1_decomposed,application_lag2_decomposed,corp_domestic_applications_decomposed,corp_domestic_registrations_decomposed,loan_avg_decomposed,loan_avg_lag1_decomposed,loan_avg_lag2_decomposed,manufacturing_productivity_decomposed,registration_lag1_decomposed,registration_lag2_decomposed,regular_avg_wage_decomposed,rnd_total_decomposed,rnd_total_by_industry_app_sw_decomposed,rnd_total_by_industry_consulting_decomposed,rnd_total_by_industry_embedded_sw_decomposed,rnd_total_by_industry_info_svc_decomposed,rnd_total_by_industry_programming_svc_decomposed,rnd_total_by_industry_system_sw_decomposed,rnd_total_by_industry_virtual_asset_decomposed,rnd_total_lag1_decomposed,rnd_total_lag1_x_decomposed,rnd_total_lag1_y_decomposed,rnd_total_lag2_decomposed,rnd_total_lag2_x_decomposed,rnd_total_lag2_y_decomposed,service_productivity_decomposed,GDP,ICT_Production,ICT_Investment,CCSI,BSI_Composite,Corporate_Loan_Rate,productivity_index,Exchange_Rate,BSI_6M_MA,GDP_12M_MA,Exchange_Rate_12M_Std,CCSI_3M_Momentum,ICT_Prod_6M_Momentum,Loan_Rate_Lag_3M
2000-08-01,8.02,8.24,8.02,22089.95,22089.95,14721.577777778,39059.916666667,58853.5,7104.8,57.3,61.6,84.4,70.5,80.1,71.0,57.3,84.4,80.1,61.6,70.5,71.0,56.2,65.2,80.1,49.5,61.0,80.1,57.3,56.9,80.1,52.3,44.6,80.1,49.9,61.0,71.0,48.3,56.3,71.0,51.6,53.8,71.0,55.3,42.0,71.0,61.6,57.3,70.5,84.4,71.0,80.1,55.333333333333,55.933333333333,63.933333333333,70.133333333333,74.4,76.566666666667,56.266666666667,56.2,62.633333333333,64.35,65.8,64.616666666667,57.1,56.941666666667,56.133333333333,57.366666666667,56.408333333333,56.241666666667,1224.3775,1155.0908333333,770.94,1224.3775,273569.0,1702.2666666667,117519.28229580424,115533.90742950852,123733.34241842032,68945.99481569418,8.719285134322503,9.46256017877773,10.638019090220116,126.27514054426427,65833.5608824757,64712.1022847829,265.408763549052,4935880.096107442,27901.25849382669,866.9180708459338,89.99163582906402,1266.531844866455,6890.531547642122,34576.96808853894,0.0617127655486901,4935880.177072813,80491.1186529694,7771842.064093346,4935879.952282906,40295.38525185543,7721315.857235457,33.776540900488655,117926.0341072701,115426.60426239196,122134.75090857506,68287.21601631126,8.663306178109401,9.413394963449043,10.562859058620772,126.41384725626251,66005.18871166046,64667.907778922985,262.2495346249293,4890599.756991173,28032.372407564257,867.4454106173336,91.61639274282685,1243.4336161297206,7006.248459488854,34478.11041689363,-2.9586779396053204,5044122.092558817,79421.76446882803,7766426.795735478,4800933.696189846,41020.10570457892,7714896.199669615,33.77065764333489,251853.4333333333,10293.033333333336,7401.166666666666,73.7,102.10959651509506,8.02,95.7,1224.3775,99.08324997173273,242367.32499999995,31.29026359045195,0.0,1296.1666666666697,8.24
2000-09-01,8.09,8.44,8.09,22245.2,22245.2,14895.005555556,38328.333333333,57651.0,7241.5,58.1,56.8,62.0,60.5,80.1,71.0,58.1,62.0,80.1,56.8,60.5,71.0,57.3,84.4,80.1,54.3,60.8,80.1,58.4,54.6,80.1,54.5,41.4,80.1,61.6,70.5,71.0,54.5,60.3,71.0,62.4,64.8,71.0,54.1,37.3,71.0,56.8,58.1,60.5,62.0,71.0,80.1,56.1,57.2,64.0,70.533333333333,74.4,76.566666666667,55.333333333333,56.15,61.916666666667,65.583333333333,65.8,64.616666666667,57.325,57.241666666667,58.066666666667,59.083333333333,56.408333333333,56.241666666667,1237.7,1150.2966666667,770.94,1237.7,273569.0,1732.4333333333,117524.47669841928,115532.57577179252,123713.8763885216,68937.79839803466,8.652105813347259,9.395441240620707,10.563302533200162,126.67318327398831,65835.7279938671,64711.53051445459,264.9755549730728,4935880.09662254,27901.2640994454,866.925961913784,89.99235561460705,1266.528781133874,6890.527286325992,34576.97115647416,0.0533685350355044,4935880.179284687,80491.11123987645,7771842.053529934,4935879.951686855,40295.38186351485,7721315.861829846,33.784730601028336,118020.1461596024,115410.706228761,121782.03768194804,68141.507957549,8.597442325564325,9.347558603566457,10.489804531106069,126.76460302769758,66036.35339332007,64664.20178831977,261.1692101684546,4905203.097059515,27989.47874505281,867.2805873182615,91.0736133107231,1251.7226156056577,6966.198019038558,34514.000986194675,-1.983479151666907,5006946.02608012,79792.23142705491,7768439.540773193,4863329.099963428,40766.488220118175,7717160.179700887,33.77635133922014,254117.2,10413.2,7485.4,73.7,92.49486490784057,8.09,95.7,1237.7,97.84873167718554,244161.875,36.91813880282076,0.0,1117.0,8.21
2000-10-01,8.13,8.2,8.13,22400.45,22400.45,15068.433333333,37596.75,56448.5,7378.2,59.7,62.5,61.9,64.4,80.1,71.0,59.7,61.9,80.1,62.5,64.4,71.0,58.1,62.0,80.1,56.2,65.2,80.1,61.5,60.1,80.1,54.0,36.2,80.1,56.8,60.5,71.0,49.9,61.0,71.0,60.9,62.9,71.0,57.2,35.3,71.0,62.5,59.7,64.4,61.9,71.0,80.1,60.3,58.366666666667,65.133333333333,69.433333333333,74.4,76.566666666667,55.6,55.85,62.166666666667,65.883333333333,65.8,64.616666666667,57.766666666667,57.716666666667,60.491666666667,61.225,56.408333333333,56.241666666667,1251.0225,1145.5025,770.94,1251.0225,273569.0,1762.6,117610.28468948734,115511.68487247592,123381.7975962186,68800.7346155408,8.587450517661416,9.33050741946928,10.48981799473998,127.08113210844408,65869.79110307939,64703.4389006597,263.91265538297137,4935880.096688326,27901.26959975617,866.9337316923871,89.99306533579902,1266.5257644522746,6890.523105069315,34576.97417731955,0.0451811461380393,4935880.1807164615,80491.1038973216,7771842.0397736095,4935879.951301025,40295.37852717341,7721315.862416574,33.79274525259308,118179.4024018866,115377.686099749,121145.77809119668,67878.7922173391,8.532681021132875,9.282464922231908,10.41603567022927,127.11465653106131,66090.18781066751,64653.35641486213,259.4892287374112,4931195.281244311,27912.87098170431,866.994500320842,90.13928924179189,1265.192718083281,6898.595405138632,34572.486183398345,-0.2595938628917437,4944080.723185571,80418.62268034404,7771612.157803592,4960413.319354096,40341.46464150936,7720906.271389618,33.78177866828376,253835.8,10480.566666666668,7515.2,73.7,96.09897047154192,8.13,95.7,1251.0225,97.67243982780457,245760.0055555556,41.88045508490665,0.0,932.1999999999988,8.15
2000-11-01,8.11,8.24,8.11,22555.7,22555.7,15241.861111111,36865.166666667,55246.0,7537.1666666667,61.5,64.4,55.5,54.6,80.1,71.0,61.5,55.5,80.1,64.4,54.6,71.0,59.7,61.9,80.1,57.3,84.4,80.1,49.5,61.0,80.1,52.5,60.7,80.1,62.5,64.4,71.0,61.6,70.5,71.0,48.3,56.3,71.0,55.5,61.1,71.0,64.4,61.5,54.6,55.5,71.0,80.1,61.233333333333,59.766666666667,59.833333333333,59.8,74.4,76.566666666667,58.283333333333,57.85,61.883333333333,64.966666666667,65.8,64.616666666667,58.508333333333,58.466666666667,59.95,60.791666666667,56.408333333333,56.241666666667,1264.345,1140.7083333333,770.94,1264.345,273569.0,1865.8666666667,117797.81699654768,115466.10909369668,122655.273024601,68501.06217281528,8.521037156217288,9.263469227427697,10.41276591563928,127.52095342462184,65944.10817826977,64685.85394134425,262.0380891597604,4935880.096289616,27901.27535356514,866.9418874191026,89.99381133883793,1266.5225978819765,6890.51873111298,34576.97734828696,0.0366165058775803,4935880.181429878,80491.0961455382,7771842.021765023,4935879.951108775,40295.37502502241,7721315.858860193,33.801110423585186,118411.7293140199,115332.78284601716,120198.98215136302,67488.15239210855,8.467749159776982,9.21688058208088,10.340821381712365,127.46387242417173,66170.2144876104,64639.99063248432,257.16725354802026,4970030.734854244,27799.90549877824,866.5619867249534,88.73050409348912,1285.8016577373132,6796.7923430315295,34661.23554733427,2.37565713865468,4849114.425527062,81360.21535911945,7776517.878743706,5098220.185956584,39700.74569418239,7726592.459460063,33.78687896071602,253554.4,10547.933333333332,7545.0,73.7,99.20934113559834,8.11,95.7,1264.345,97.72742227621836,247161.71666666667,45.75313020813751,0.0,747.399999999996,8.02
2000-12-01,8.11,8.21,8.11,22710.95,22710.95,15415.288888889,36133.583333333,54043.5,7696.1333333333,53.9,56.9,57.4,70.0,80.1,71.0,53.9,57.4,80.1,56.9,70.0,71.0,61.5,55.5,80.1,58.1,62.0,80.1,54.3,60.8,80.1,61.8,50.2,80.1,64.4,54.6,71.0,56.8,60.5,71.0,54.5,60.3,71.0,66.5,58.7,71.0,56.9,53.9,70.0,57.4,71.0,80.1,61.266666666667,58.366666666667,63.0,58.266666666667,74.4,76.566666666667,58.683333333333,57.783333333333,63.5,64.4,65.8,64.616666666667,57.708333333333,57.808333333333,60.891666666667,61.391666666667,56.408333333333,56.241666666667,1277.6675,1135.9141666667,770.94,1277.6675,273569.0,1969.1333333333,118089.7066095403,115395.21557977729,121524.03434450022,68034.5635388064,8.457177515045844,9.19868945581077,10.337212555343188,127.95926517453267,66059.71127601515,64658.53743370924,259.3664336073086,4935880.095433399,27901.280982114666,866.9498926298943,89.99454456737888,1266.519489711778,6890.514452382755,34576.980460798695,0.0282384027377788,4935880.181346642,80491.08849396175,7771842.000529848,4935879.951131206,40295.37158742375,7721315.851223057,33.80927805779523,118706.01895827828,115271.84334639151,118919.71790919594,66960.37757049163,8.40387603178407,9.152020720077283,10.265019629138587,127.79998995562352,66271.27152019498,64619.9997133724,254.15598900901185,5022687.452579183,27646.28881829555,865.9845099452339,86.84450781451942,1312.7919800966192,6661.389767466445,34777.72044862309,5.938868051073109,4722769.208537765,82613.70961708836,7782863.791255139,5277505.346502369,38850.73991829105,7734093.880330249,33.79174138408928,253273.0,10615.3,7574.8,73.7,98.8230216261454,8.11,95.7,1277.6675,98.29934272383758,248367.00833333333,48.03495686737091,0.0,562.5999999999985,8.09
2001-01-01,8.23,8.15,8.23,22866.2,22866.2,15588.716666667,35402.0,52841.0,7855.1,55.3,51.8,60.7,53.2,80.1,71.0,55.3,60.7,80.1,51.8,53.2,71.0,53.9,57.4,80.1,59.7,61.9,80.1,56.2,65.2,80.1,66.0,56.9,80.1,56.9,70.0,71.0,62.5,64.4,71.0,49.9,61.0,71.0,62.7,51.6,71.0,51.8,55.3,53.2,60.7,71.0,80.1,57.7,56.9,59.266666666667,57.866666666667,74.4,76.566666666667,59.0,57.633333333333,62.2,63.65,65.8,64.616666666667,56.8,56.916666666667,61.025,61.708333333333,56.408333333333,56.241666666667,1290.99,1131.12,770.94,1290.99,273569.0,2072.4,118519.0,115291.5,119855.5,67347.5,7.7,8.55,9.4,128.1,66229.0,64619.0,257.675,4935880.0,27901.3,867.0,90.0,1266.5,6890.5,34577.0,0.0,4935880.0,80491.0,7771841.5,4935880.0,40295.35,7721315.0,33.75,119055.88737088846,115202.11798577434,117312.77275589648,66297.69723308331,8.33871400643895,9.0839225304626,10.172851828281772,128.42771240010958,66392.95499884375,64598.28386040354,250.4940939019949,5086057.880708246,27462.7714213202,865.2890067141063,84.5644974139713,1345.673452194311,6497.82149045629,34918.99157516752,10.278383139981075,4569870.81103532,84126.43962178158,7790638.323403288,5485927.409669949,37823.39726733662,7743193.678639922,33.79794027175739,254122.26666666663,10937.133333333331,7854.333333333333,73.7,102.63158944031532,8.23,95.7,1290.99,98.5612306827561,249510.75,48.03495686737082,0.0,764.2666666666628,8.13
2001-02-01,8.05,8.02,8.05,22924.85,22924.85,15752.2625,35755.833333333,53613.666666667,7912.1666666667,48.1,42.3,52.4,50.9,80.1,71.0,48.1,52.4,80.1,42.3,50.9,71.0,55.3,60.7,80.1,61.5,55.5,80.1,57.3,84.4,80.1,57.3,56.9,80.1,51.8,53.2,71.0,64.4,54.6,71.0,61.6,70.5,71.0,51.6,53.8,71.0,42.3,48.1,50.9,52.4,71.0,80.1,50.333333333333,52.433333333333,58.033333333333,56.833333333333,74.4,76.566666666667,55.783333333333,56.1,58.933333333333,58.316666666667,65.8,64.616666666667,56.025,56.15,60.783333333333,61.333333333333,56.408333333333,56.241666666667,1287.6283333333,1144.4425,773.78916666667,1287.6283333333,273569.0,2098.5666666667,119086.62913948575,115153.18908623814,117637.4528391252,66432.08927465121,8.326597062895452,9.065269196710895,10.178393947087136,128.88443579784888,66454.37869456185,64565.36781179464,250.77490710465403,4935880.092118852,27901.29277076574,866.9667442685484,89.99609119102867,1266.5129466287417,6890.505490863665,34576.98701310135,0.0106912535619405,4935880.178627293,80491.0722528956,7771841.944202345,4935879.95186401,40295.36435073768,7721315.821658632,33.82634795969622,119426.52710008256,115067.157410803,115306.52082215472,65471.42826535045,8.27212340429157,9.018727311360236,10.09793720716108,129.04163524746474,66599.0245945224,64531.995436992845,246.43732160584008,4923849.014448067,27937.22803316697,866.9912510135646,90.4055732259606,1260.2730822681228,6921.825780399537,34547.91033168721,-1.195433234960326,4964807.767545564,80194.83979867847,7770275.235690475,4854634.409461754,40497.67884761359,7719592.223332813,33.82819924314921,254971.53333333333,11258.966666666664,8133.866666666667,73.7,101.60768265920947,8.05,95.7,1287.628333333333,98.47757837344184,250592.94166666665,45.91599999579225,0.0,965.933333333327,8.11
2001-03-01,8.02,8.09,8.02,22983.5,22983.5,15915.808333333,36109.666666667,54386.333333333,7969.2333333333,52.7,56.2,56.7,67.5,80.1,71.0,52.7,56.7,80.1,56.2,67.5,71.0,48.1,52.4,80.1,53.9,57.4,80.1,58.1,62.0,80.1,58.4,54.6,80.1,42.3,50.9,71.0,56.9,70.0,71.0,56.8,60.5,71.0,62.4,64.8,71.0,56.2,52.7,67.5,56.7,71.0,80.1,50.1,52.033333333333,57.2,56.6,74.4,76.566666666667,55.683333333333,55.2,60.1,57.433333333333,65.8,64.616666666667,55.508333333333,55.675,61.008333333333,61.508333333333,56.408333333333,56.241666666667,1284.2666666667,1157.765,776.63833333333,1284.2666666667,273569.0,2124.7333333333,119674.96130850728,115010.38843075738,115227.1019829364,65438.41247335052,8.268291178923377,9.005285743661457,10.105660409000784,129.30620952516145,66687.24500758306,64510.42102367721,245.6001985838685,4935880.089905354,27901.298150032744,866.974471872016,89.99680180410039,1266.509946132214,6890.501401650531,34576.99001786131,0.0026844545163821,4935880.176215207,80491.06474614186,7771841.913020257,4935879.952514011,40295.36103212073,7721315.801915151,33.83412574884333,119812.779610344,114964.17265189654,113044.6426334438,64540.563607065225,8.211016298998734,8.956010207477423,10.02236945295864,129.42172675201843,66752.72789284926,64488.08500712794,241.5117969787796,4919275.937134679,27951.630596439296,867.156895089525,90.6434223031116,1256.0029019595834,6939.776905086393,34530.39807254751,-1.1996562399001054,4981131.00640299,80032.92620799525,7769232.310707462,4834884.017181096,40612.05193257948,7718502.65807242,33.836299174924484,255820.8,11580.8,8413.4,73.7,99.26345008742014,8.02,95.7,1284.2666666666669,99.60567590337176,251613.58333333328,42.29060157208784,0.0,1167.5999999999983,8.11
2001-04-01,7.85,8.13,7.85,23042.15,23042.15,16079.354166667,36463.5,55159.0,8026.3,52.2,53.6,57.1,60.1,80.1,71.0,52.2,57.1,80.1,53.6,60.1,71.0,52.7,56.7,80.1,55.3,60.7,80.1,59.7,61.9,80.1,61.5,60.1,80.1,56.2,67.5,71.0,51.8,53.2,71.0,62.5,64.4,71.0,60.9,62.9,71.0,53.6,52.2,60.1,57.1,71.0,80.1,50.7,51.0,59.5,55.4,74.4,76.566666666667,54.2,53.95,59.383333333333,56.633333333333,65.8,64.616666666667,54.9,54.9,60.775,61.258333333333,56.408333333333,56.241666666667,1280.905,1171.0875,779.4875,1280.905,273569.0,2150.9,120357.29476666905,114844.79277634024,112195.7214257182,64188.868256564594,8.204257517951316,8.939122241929875,10.02452812122812,129.77579126618798,66957.29065968754,64446.71926313142,239.15192067964404,4935880.086909693,27901.30413580405,866.9830988135294,89.99759613179383,1266.5065963975287,6890.496851390845,34576.99337238172,-0.0062250087725514,4935880.172642469,80491.05632258585,7771841.874147408,4935879.953476782,40295.35732720096,7721315.775195106,33.842775687730175,120188.6591627728,114873.59054844832,110526.14800776256,63502.7876601798,8.148539414133927,8.891749616378599,9.94530307217817,129.83186091648264,66903.74721052885,64453.5244365284,236.0859186267977,4909951.0316868685,27979.06681641245,867.2894426225618,90.9664466378316,1251.672702516161,6962.558141734324,34511.950076463225,-1.7369780733205622,5002399.023633393,79822.57036961408,7768256.594871349,4807239.353319234,40752.963107403615,7717260.826208157,33.844815640364544,257106.63333333333,11462.866666666669,8405.066666666666,73.7,96.80873925033718,7.85,95.7,1280.905,99.72397069983764,252637.1333333333,37.59952185450008,0.0,982.3000000000012,8.23
2001-05-01,7.74,8.11,7.74,23100.8,23100.8,16242.9,36817.333333333,55931.666666667,8071.2,51.3,52.1,51.2,47.5,80.1,71.0,51.3,51.2,80.1,52.1,47.5,71.0,52.2,57.1,80.1,48.1,52.4,80.1,61.5,55.5,80.1,49.5,61.0,80.1,53.6,60.1,71.0,42.3,50.9,71.0,64.4,54.6,71.0,48.3,56.3,71.0,52.1,51.3,47.5,51.2,71.0,80.1,53.966666666667,52.066666666667,58.366666666667,55.0,74.4,76.566666666667,52.15,52.25,58.2,55.916666666667,65.8,64.616666666667,55.216666666667,55.05,60.041666666667,60.441666666667,56.408333333333,56.241666666667,1277.5433333333,1184.41,782.33666666667,1277.5433333333,273569.0,2178.8333333333,120994.60103961128,114690.1495335914,108988.50312315176,62867.0482804188,8.142835483321312,8.875376848544214,9.945499868357835,130.23287634328517,67209.48700639294,64387.24883035741,232.36670672112203,4935880.083447043,27901.309951278352,866.9915088241592,89.99837151092274,1266.5033308534,6890.492430593622,34576.99664261766,-0.0148809032160746,4935880.168250714,80491.04806730428,7771841.832043141,4935879.954660261,40295.35371536085,7721315.744309735,33.85117724888915,120508.20500395862,114793.2556511584,107789.88304954403,62375.37584504581,8.087187595204513,8.828284283784438,9.867673485346195,130.26138689310935,67031.9863628525,64421.698012305285,230.21776274588828,4900848.99453194,28004.960352139748,867.4135924039024,91.29620747302783,1246.8550050419174,6986.150891495501,34491.68832133699,-2.332108995236318,5024551.419904929,79605.46232761853,7767105.151730055,4779623.658994973,40900.62479871741,7715931.316143759,33.85331728274845,258392.46666666665,11344.933333333332,8396.733333333334,73.7,97.31794260462752,7.74,95.7,1277.5433333333333,99.40873761134252,253663.59166666665,32.20299110765362,0.0,797.0,8.05
2001-06-01,7.61,8.11,7.61,23159.45,23159.45,16406.445833333,37171.166666667,56704.333333333,8116.1,67.6,68.0,63.4,63.0,80.1,71.0,67.6,63.4,80.1,68.0,63.0,71.0,51.3,51.2,80.1,52.7,56.7,80.1,53.9,57.4,80.1,54.3,60.8,80.1,52.1,47.5,71.0,56.2,67.5,71.0,56.9,70.0,71.0,54.5,60.3,71.0,68.0,67.6,63.0,63.4,71.0,80.1,57.9,57.033333333333,56.866666666667,57.233333333333,74.4,76.566666666667,54.0,54.533333333333,57.033333333333,56.916666666667,65.8,64.616666666667,56.341666666667,56.158333333333,60.266666666667,60.658333333333,56.408333333333,56.241666666667,1274.1816666667,1197.7325,785.18583333333,1274.1816666667,273569.0,2206.7666666667,121571.68731899143,114550.1524120016,105487.07513570572,61424.24659201362,8.079958534722723,8.809839304126452,9.863406510228966,130.70797098918212,67437.81594958785,64333.43479369822,224.97869412136976,4935880.079266992,27901.31597627266,867.0002518233987,89.99917866488089,1266.4999359693118,6890.487850530373,34577.00004240701,-0.023848555495973,4935880.1627134485,80491.03943968203,7771841.783758244,4935879.956152428,40295.34996042509,7721315.707025451,33.859881794695475,120736.20807027275,114738.36014013732,104902.96342418047,61186.2518151317,8.025705953415246,8.764445733676936,9.789073042020378,130.7141602012225,67124.57188585147,64400.88000580561,224.0490444356998,4890318.832583734,28035.637509574382,867.5395853500092,91.66030021531292,1241.9401193910917,7011.785777748951,34470.57810062159,-3.030691727656171,5048554.307748522,79368.06619336978,7765984.745986319,4748671.721167879,41060.05309659991,7714535.680175654,33.86192077743037,259678.3,11227.0,8388.4,73.7,98.88264761638447,7.61,95.7,1274.1816666666666,99.41867527638236,254692.9583333333,26.435475426040323,0.0,611.7000000000007,8.02
2001-07-01,7.55,8.23,7.55,23218.1,23218.1,16569.991666667,37525.0,57477.0,8161.0,52.8,47.0,54.3,50.6,80.1,71.0,52.8,54.3,80.1,47.0,50.6,71.0,67.6,63.4,80.1,52.2,57.1,80.1,55.3,60.7,80.1,56.2,65.2,80.1,68.0,63.0,71.0,53.6,60.1,71.0,51.8,53.2,71.0,49.9,61.0,71.0,47.0,52.8,50.6,54.3,71.0,80.1,55.7,57.233333333333,53.7,56.3,74.4,76.566666666667,53.2,54.116666666667,56.6,55.85,65.8,64.616666666667,56.1,55.875,59.4,59.75,56.408333333333,56.241666666667,1270.82,1211.055,788.035,1270.82,273569.0,2234.7,121996.10971145172,114447.23772554783,102008.69590862448,59991.27647848421,8.01971030251908,8.746775584015664,9.783639550094913,131.17045638076326,67605.692051512,64293.90823242692,217.6430365958428,4935880.074620485,27901.32181453355,867.0087534586627,89.99996459210276,1266.4966347639847,6890.483412424093,34577.00334840939,-0.0325381763531467,4935880.15635565,80491.03100566038,7771841.732271699,4935879.957865711,40295.34630906431,7721315.665580599,33.86831937379045,120819.3491904119,114715.2039654874,101933.70952847847,59963.36271397901,7.954648486182072,8.697415100439535,9.721714116220763,131.21007674769925,67159.33550140946,64391.03486178586,217.5310446486164,4880542.937755287,28063.280287865862,867.6497643955837,92.01293140880048,1236.7971766516596,7036.939472201114,34448.77245205939,-3.7354921571796966,5072215.042644461,79135.97706517189,7764749.952218401,4719177.282411175,41218.06078805592,7713123.114516548,33.86668931717499,260780.7333333333,11126.0,8192.1,73.7,100.9182609905219,7.55,95.7,1270.8200000000002,99.13312053475012,255625.5472222222,20.6613171904947,0.0,188.8666666666686,7.85
