Date,corporate_loans_lagged_금리(연리%),corporate_loans_lagged_금리(연리%)_lag_6,corporate_loans_long_금리(연리%),GFCF_ICT_Real_long_GFCF_Real,GFCF_Real_ma6_GFCF_Real,GFCF_Real_ma6_GFCF_Real_6년_이동평균,ict_수입액 (백만US$),ict_수출액 (백만US$),info_comm_value,investment_final_전기기기 및 장치_계절조정지수 (2020=100),investment_final_전기기기 및 장치_원지수 (2020=100),investment_final_컴퓨터사무용기계_계절조정지수 (2020=100),investment_final_컴퓨터사무용기계_원지수 (2020=100),investment_final_특수산업용기계_계절조정지수 (2020=100),investment_final_특수산업용기계_원지수 (2020=100),investment_lagged_계절조정지수 (2020=100)_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_특수산업용기계,investment_lagged_원지수 (2020=100)_전기기기 및 장치,investment_lagged_원지수 (2020=100)_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_특수산업용기계,investment_lagged_계절조정지수 (2020=100)_lag_1_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_lag_1_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_lag_1_특수산업용기계,investment_lagged_계절조정지수 (2020=100)_lag_3_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_lag_3_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_lag_3_특수산업용기계,investment_lagged_계절조정지수 (2020=100)_lag_6_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_lag_6_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_lag_6_특수산업용기계,investment_lagged_계절조정지수 (2020=100)_lag_12_전기기기 및 장치,investment_lagged_계절조정지수 (2020=100)_lag_12_컴퓨터사무용기계,investment_lagged_계절조정지수 (2020=100)_lag_12_특수산업용기계,investment_lagged_원지수 (2020=100)_lag_1_전기기기 및 장치,investment_lagged_원지수 (2020=100)_lag_1_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_lag_1_특수산업용기계,investment_lagged_원지수 (2020=100)_lag_3_전기기기 및 장치,investment_lagged_원지수 (2020=100)_lag_3_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_lag_3_특수산업용기계,investment_lagged_원지수 (2020=100)_lag_6_전기기기 및 장치,investment_lagged_원지수 (2020=100)_lag_6_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_lag_6_특수산업용기계,investment_lagged_원지수 (2020=100)_lag_12_전기기기 및 장치,investment_lagged_원지수 (2020=100)_lag_12_컴퓨터사무용기계,investment_lagged_원지수 (2020=100)_lag_12_특수산업용기계,investment_ma_돈_전기기기 및 장치_원지수 (2020=100),investment_ma_돈_전기기기 및 장치_계절조정지수 (2020=100),investment_ma_돈_컴퓨터사무용기계_원지수 (2020=100),investment_ma_돈_컴퓨터사무용기계_계절조정지수 (2020=100),investment_ma_돈_특수산업용기계_원지수 (2020=100),investment_ma_돈_특수산업용기계_계절조정지수 (2020=100),investment_ma_이동평균_3개월_전기기기 및 장치_원지수 (2020=100),investment_ma_이동평균_3개월_전기기기 및 장치_계절조정지수 (2020=100),investment_ma_이동평균_3개월_컴퓨터사무용기계_원지수 (2020=100),investment_ma_이동평균_3개월_컴퓨터사무용기계_계절조정지수 (2020=100),investment_ma_이동평균_3개월_특수산업용기계_원지수 (2020=100),investment_ma_이동평균_3개월_특수산업용기계_계절조정지수 (2020=100),investment_ma_이동평균_6개월_전기기기 및 장치_원지수 (2020=100),investment_ma_이동평균_6개월_전기기기 및 장치_계절조정지수 (2020=100),investment_ma_이동평균_6개월_컴퓨터사무용기계_원지수 (2020=100),investment_ma_이동평균_6개월_컴퓨터사무용기계_계절조정지수 (2020=100),investment_ma_이동평균_6개월_특수산업용기계_원지수 (2020=100),investment_ma_이동평균_6개월_특수산업용기계_계절조정지수 (2020=100),investment_ma_이동평균_12개월_전기기기 및 장치_원지수 (2020=100),investment_ma_이동평균_12개월_전기기기 및 장치_계절조정지수 (2020=100),investment_ma_이동평균_12개월_컴퓨터사무용기계_원지수 (2020=100),investment_ma_이동평균_12개월_컴퓨터사무용기계_계절조정지수 (2020=100),investment_ma_이동평균_12개월_특수산업용기계_원지수 (2020=100),investment_ma_이동평균_12개월_특수산업용기계_계절조정지수 (2020=100),exchange_rate_lagged_환율,exchange_rate_lagged_환율_lag_1,exchange_rate_lagged_환율_lag_6,exchange_rate_long_환율,software_expenditure,gdp_통신업,application_lag1,application_lag2,corp_domestic_applications,corp_domestic_registrations,loan_avg,loan_avg_lag1,loan_avg_lag2,manufacturing_productivity,registration_lag1,registration_lag2,regular_avg_wage,rnd_total,rnd_total_by_industry_app_sw,rnd_total_by_industry_consulting,rnd_total_by_industry_embedded_sw,rnd_total_by_industry_info_svc,rnd_total_by_industry_programming_svc,rnd_total_by_industry_system_sw,rnd_total_by_industry_virtual_asset,rnd_total_lag1,rnd_total_lag1_x,rnd_total_lag1_y,rnd_total_lag2,rnd_total_lag2_x,rnd_total_lag2_y,service_productivity,application_lag1_decomposed,application_lag2_decomposed,corp_domestic_applications_decomposed,corp_domestic_registrations_decomposed,loan_avg_decomposed,loan_avg_lag1_decomposed,loan_avg_lag2_decomposed,manufacturing_productivity_decomposed,registration_lag1_decomposed,registration_lag2_decomposed,regular_avg_wage_decomposed,rnd_total_decomposed,rnd_total_by_industry_app_sw_decomposed,rnd_total_by_industry_consulting_decomposed,rnd_total_by_industry_embedded_sw_decomposed,rnd_total_by_industry_info_svc_decomposed,rnd_total_by_industry_programming_svc_decomposed,rnd_total_by_industry_system_sw_decomposed,rnd_total_by_industry_virtual_asset_decomposed,rnd_total_lag1_decomposed,rnd_total_lag1_x_decomposed,rnd_total_lag1_y_decomposed,rnd_total_lag2_decomposed,rnd_total_lag2_x_decomposed,rnd_total_lag2_y_decomposed,service_productivity_decomposed,GDP,ICT_Production,ICT_Investment,CCSI,BSI_Composite,Corporate_Loan_Rate,productivity_index,Exchange_Rate,BSI_6M_MA,GDP_12M_MA,Exchange_Rate_12M_Std,CCSI_3M_Momentum,ICT_Prod_6M_Momentum,Loan_Rate_Lag_3M
2013-06-01,4.7,5.01,4.7,31593.241666667,31593.241666667,29444.998611111,84546.166666667,182024.0,17114.266666667,106.4,109.2,72.0,70.5,80.1,71.0,106.4,72.0,80.1,109.2,70.5,71.0,109.5,77.1,80.1,102.0,76.6,80.1,83.7,74.7,80.1,96.8,85.8,80.1,110.0,73.5,71.0,106.1,85.6,71.0,91.2,85.4,71.0,101.6,87.6,71.0,109.2,106.4,70.5,72.0,71.0,80.1,108.13333333333,107.2,74.733333333333,76.666666666667,74.4,76.566666666667,103.1,104.86666666667,81.466666666667,78.683333333333,65.8,64.616666666667,100.9,101.5,77.841666666667,78.083333333333,56.408333333333,56.241666666667,1077.5733333333,1113.5433333333,1001.7433333333,1077.5733333333,445877.83333333,4206.5666666667,116802.0995858127,106492.4058148923,124827.46222986645,73429.80357870845,4.569040804391014,4.673215150265109,4.949129710241674,181.38598643345307,68267.74114826787,63590.47698712791,257.0452213346653,4963495.553911388,27943.812520270338,853.8309030629184,90.18726490769816,1271.49514196713,6858.089434951609,34572.06777954165,-64.51655649319846,4928510.8581888685,80489.9894202139,6635166.361357353,4937865.830784308,40300.769160017226,7967648.572034568,31.867108590965906,116715.85753293884,106744.13130311876,124509.96903626042,73006.77833821939,4.564763146413326,4.724461359147694,5.006769322100509,181.2069463531902,68316.30921347186,63689.81470466805,257.17629125274664,4910415.786707729,28066.535168089325,858.0333367546485,91.77337973263153,1245.5568526935988,6988.23536763285,34467.002226670906,-49.87086726475616,5043191.326333001,79366.96746690854,6584257.860960922,4750116.932797131,41063.98566601428,7893802.615727321,31.82248629893178,431160.1,35784.5,11745.1,105.1,88.66666666666667,4.7,96.23333333333332,1077.5733333333333,86.66666666666667,423991.0583333333,10.897105456196202,0.8999999999999915,1312.699999999997,4.86
2013-07-01,4.69,5.04,4.69,31572.35,31572.35,29520.508333333,85072.0,182456.0,17063.4,108.2,108.5,73.6,71.8,80.1,71.0,108.2,73.6,80.1,108.5,71.8,71.0,106.4,72.0,80.1,105.7,80.9,80.1,106.5,84.1,80.1,102.3,83.1,80.1,109.2,70.5,71.0,105.2,80.2,71.0,101.5,96.1,71.0,100.6,81.0,71.0,108.5,108.2,71.8,73.6,71.0,80.1,109.23333333333,108.03333333333,71.933333333333,74.233333333333,74.4,76.566666666667,104.26666666667,105.15,77.416666666667,76.933333333333,65.8,64.616666666667,101.55833333333,101.99166666667,77.075,77.291666666667,56.408333333333,56.241666666667,1074.08,1110.9,1016.26,1074.08,451618.0,4173.3,117736.41723219016,107159.02160978908,125096.01423383658,73698.40627509955,4.544872590996258,4.647830568308634,4.926521748249016,181.02406694133663,68685.36592698719,63924.36317185568,257.68724268733354,4967339.500537356,27949.68108270347,852.3476802225886,90.14967654789962,1272.0677101951944,6853.620679661334,34571.49721298453,-73.36332956861415,4927485.110514598,80489.79657953103,6359865.446224082,4938142.248007577,40301.39893813742,8001936.987244256,31.85377083436916,117604.03533640398,107408.99526947798,124813.622171342,73182.15209466389,4.53792847337957,4.680279427029057,4.988468687400888,180.9566211419041,68743.01208966461,64014.33637993981,257.7708789001227,4901407.983878474,28095.345667480586,857.8677867800669,92.10676436784392,1240.5233181937488,7012.501163344329,34445.086152941185,-52.32288121292076,5066647.101344458,79134.7867070472,6348285.746778707,4720677.726249389,41222.11613981582,7899241.521709954,31.811826319423904,432601.6333333333,35464.433333333334,12054.366666666669,104.8,88.0,4.69,96.6,1074.08,89.72222222222221,425156.2611111112,11.281952525073027,3.200000000000003,896.5666666666657,4.82
2013-08-01,4.61,5.03,4.61,31551.458333333,31551.458333333,29596.018055556,85597.833333333,182888.0,17065.233333333,113.0,107.0,76.7,65.1,80.1,71.0,113.0,76.7,80.1,107.0,65.1,71.0,108.2,73.6,80.1,109.5,77.1,80.1,99.1,81.4,80.1,94.0,72.2,80.1,108.5,71.8,71.0,110.0,73.5,71.0,86.6,82.9,71.0,91.3,62.7,71.0,107.0,113.0,65.1,76.7,71.0,80.1,108.23333333333,109.2,69.133333333333,74.1,74.4,76.566666666667,107.66666666667,107.46666666667,74.45,76.15,65.8,64.616666666667,102.86666666667,103.575,77.275,77.666666666667,56.408333333333,56.241666666667,1070.5866666667,1108.2566666667,1030.7766666667,1070.5866666667,457358.16666667,4142.4,118677.2269023615,107889.8334370288,125328.69466762945,73890.34596537777,4.5198852741358175,4.621622928310072,4.90313248855068,180.64758832181693,69121.99930752636,64285.24088242402,258.3512302891684,4969536.655643157,27953.015164967823,851.6284744272273,90.10139008167826,1272.352228591163,6851.084924785458,34571.210407147344,-78.35742743689175,4926898.805109618,80489.58499200057,6075544.627490938,4938300.244569078,40301.717570609166,8021535.862793658,31.841965896288443,118472.2255603308,108126.55856460848,125087.48446829448,73277.7606842902,4.508163342903495,4.633583426679756,4.958416465128219,180.73495767179745,69165.85153349736,64362.93446549981,258.30203595474023,4910455.904183531,28062.93532853646,858.291531312861,91.68988931949303,1246.9269231261171,6982.958655481105,34474.651636245086,-49.23493647977901,5038823.348487806,79420.38326961301,6115664.375322989,4802361.596662644,41023.91285696068,7891944.043079218,31.793717072777323,434043.1666666667,35144.36666666667,12363.633333333331,105.0,87.33333333333333,4.61,97.5,1070.5866666666666,89.44444444444444,426389.825,11.65214451152193,0.7999999999999972,480.4333333333343,4.73
2013-09-01,4.59,4.86,4.59,31530.566666667,31530.566666667,29671.527777778,86123.666666667,183320.0,17067.066666667,102.4,105.2,75.6,68.3,80.1,71.0,102.4,75.6,80.1,105.2,68.3,71.0,113.0,76.7,80.1,106.4,72.0,80.1,102.0,76.6,80.1,103.8,71.4,80.1,107.0,65.1,71.0,109.2,70.5,71.0,106.1,85.6,71.0,102.7,62.5,71.0,105.2,102.4,68.3,75.6,71.0,80.1,106.9,107.86666666667,68.4,75.3,74.4,76.566666666667,107.51666666667,107.53333333333,71.566666666667,75.983333333333,65.8,64.616666666667,103.075,103.45833333333,77.758333333333,78.016666666667,56.408333333333,56.241666666667,1067.0933333333,1105.6133333333,1045.2933333333,1067.0933333333,463098.33333333,4111.5,119583.1859613506,108661.61739622644,125522.16569884692,73979.2889554848,4.494894535663457,4.5954479775527695,4.879720931464275,180.2684655501232,69564.13447504168,64660.06328770908,259.01594741718736,4969399.221742496,27952.762142967505,851.9590223153951,90.04284018599239,1272.24002533228,6851.28443371818,34571.314882788945,-77.90465055650435,4926935.479000404,80489.36056093036,5799051.453136151,4938290.361065396,40301.60687054804,8020309.976035082,31.83224050523597,119308.13284752888,108879.90009703978,125321.67988048076,73278.4319347347,4.48368010264128,4.607831055901885,4.93523715896076,180.3530441075756,69595.61892809467,64723.12616344544,258.9355317397431,4921992.072804436,28015.29933281016,859.672897346997,91.08571010357264,1254.6424171537817,6946.529697385557,34511.10258570327,-41.00359973074822,5002465.746846714,79790.63720883922,5890062.869851963,4864536.440523479,40769.68385240395,7866287.299060809,31.782270433862987,435484.7,34824.3,12672.9,101.4,89.33333333333333,4.59,98.4,1067.0933333333332,89.5,427691.75,11.987907501429971,-3.6999999999999886,64.30000000000291,4.7
2013-10-01,4.56,4.82,4.56,31509.675,31509.675,29747.0375,86649.5,183752.0,17068.9,117.8,118.3,72.6,69.3,80.1,71.0,117.8,72.6,80.1,118.3,69.3,71.0,102.4,75.6,80.1,108.2,73.6,80.1,105.7,80.9,80.1,101.6,80.1,80.1,105.2,68.3,71.0,108.5,71.8,71.0,105.2,80.2,71.0,101.5,77.3,71.0,118.3,117.8,69.3,72.6,71.0,80.1,110.16666666667,111.06666666667,67.566666666667,74.966666666667,74.4,76.566666666667,109.7,109.55,69.75,74.6,65.8,64.616666666667,104.475,104.80833333333,77.091666666667,77.391666666667,56.408333333333,56.241666666667,1063.6,1102.97,1059.81,1063.6,468838.5,4080.6,120417.41236229328,109445.9054951854,125678.10797221569,73952.08427157157,4.470716495370782,4.57015727936932,4.8570489311874665,179.89895203095125,69997.5604317569,65033.99875174818,259.6600639751293,4966538.209307248,27948.3285120911,853.4907007930054,89.97577517133215,1271.6732056650376,6854.671378856348,34571.86807989618,-71.10795401036397,4927698.933049664,80489.13083349436,5546231.597820025,4938084.625343919,40301.00360205976,7994789.500537155,31.82487522501584,120102.70584713918,109667.7947960702,125523.1755776387,73175.55728699507,4.459863010734715,4.5827514481500655,4.912395929653847,179.9454310000183,70024.16998476454,65093.84279204309,259.55506598489285,4942650.251259236,27930.468118391203,861.941584144025,90.08152021086164,1267.1574346938269,6885.202764546306,34570.52467297428,-26.73997102747116,4941023.808704311,80416.8087532847,5678039.027205431,4961237.091981759,40343.635480630895,7820223.458915612,31.772465298558025,436756.56666666665,35163.86666666667,12728.633333333331,106.7,92.33333333333331,4.56,99.3,1063.6,89.66666666666667,429012.8333333333,12.27008303258266,1.9000000000000057,62.36666666666861,4.69
2013-11-01,4.58,4.73,4.58,31488.783333333,31488.783333333,29822.547222222,87175.333333333,184184.0,17106.566666667,116.6,116.4,69.9,62.4,80.1,71.0,116.6,69.9,80.1,116.4,62.4,71.0,117.8,72.6,80.1,113.0,76.7,80.1,109.5,77.1,80.1,103.4,83.4,80.1,118.3,69.3,71.0,107.0,65.1,71.0,110.0,73.5,71.0,104.9,76.4,71.0,116.4,116.6,62.4,69.9,71.0,80.1,113.3,112.26666666667,66.666666666667,72.7,74.4,76.566666666667,110.76666666667,110.73333333333,67.9,73.4,65.8,64.616666666667,105.43333333333,105.90833333333,75.925,76.266666666667,56.408333333333,56.241666666667,1060.1066666667,1100.3266666667,1074.3266666667,1060.1066666667,474578.66666667,4090.5666666667,121225.8845917875,110293.31939244302,125813.16395008024,73791.19923429814,4.445749413832845,4.544073854519792,4.833610782254941,179.5143071694641,70451.49751406698,65429.83409941342,260.3266732890788,4960240.872904366,27938.61954811913,856.5449861247571,89.89507130753674,1270.530794132835,6862.080744268828,34572.98906915819,-56.30277040824171,4929379.361578189,80488.88017696916,5307775.002999926,4937631.783936894,40299.77727768289,7938616.67905568,31.81944763249125,120854.32006698812,110494.17915646532,125702.66738484189,72963.65362776651,4.435503072713848,4.557172868080525,4.889200065786921,179.5153355794171,70451.43683600753,65478.78996112052,260.1835509270084,4973796.909293946,27805.6647208534,865.1021144594868,88.59551815830791,1286.4180475939802,6792.431001790662,34660.59910762828,-6.081293912599294,4848109.24647383,81358.18074445969,5485152.689497444,5098491.057773222,39701.46550052624,7751460.671778316,31.76434174098988,438028.43333333335,35503.433333333334,12784.366666666669,108.3,92.0,4.58,98.26666666666668,1060.1066666666666,89.6111111111111,430353.075,12.479374427883691,3.299999999999997,60.4333333333343,4.61
2013-12-01,4.67,4.7,4.67,31467.891666667,31467.891666667,29898.056944444,87701.166666667,184616.0,17144.233333333,89.6,102.1,78.3,96.2,80.1,71.0,89.6,78.3,80.1,102.1,96.2,71.0,116.6,69.9,80.1,102.4,75.6,80.1,106.4,72.0,80.1,83.7,74.7,80.1,116.4,62.4,71.0,105.2,68.3,71.0,109.2,70.5,71.0,91.2,85.4,71.0,102.1,89.6,96.2,78.3,71.0,80.1,112.26666666667,108.0,75.966666666667,73.6,74.4,76.566666666667,109.58333333333,107.93333333333,72.183333333333,74.45,65.8,64.616666666667,106.34166666667,106.4,76.825,76.566666666667,56.408333333333,56.241666666667,1056.6133333333,1097.6833333333,1088.8433333333,1056.6133333333,480318.83333333,4100.5333333333,121947.21876947352,111147.5941990446,125924.59945590488,73491.96690282735,4.421613767103686,4.518889184040897,4.8109241380796295,179.13924495272266,70896.9708170249,65819.98099742125,260.97291401713494,4950413.811106473,27923.49667218456,861.1348082610922,89.80531048810822,1268.8068657373697,6873.617634884432,34574.68420368988,-33.28464097694797,4932001.6885023685,80488.6244587667,5106287.828315771,4936925.120418389,40297.92060701797,7850958.358861533,31.816373556154893,121552.44251062804,111349.6260618523,125857.28894119555,72638.00583442046,4.411811594611761,4.532280333999085,4.866414645574036,179.05500446313093,70870.22845183995,65871.91875729513,260.80037825964394,5016597.270325876,27636.8847897062,869.0636160312972,86.62729807132122,1311.701168407683,6668.594573556444,34778.76355086117,20.5473248354523,4724394.174092407,82611.46229695412,5314967.140822447,5277067.448253431,38849.61924117681,7658700.788023592,31.75802776158505,439300.3,35843.0,12840.1,107.5,88.66666666666667,4.67,97.23333333333332,1056.6133333333332,89.6111111111111,431712.475,12.595392455628865,6.099999999999994,58.5,4.59
2014-01-01,4.62,4.69,4.62,31447.0,31447.0,29973.566666667,88227.0,185048.0,17181.9,100.4,94.6,77.0,93.1,80.1,71.0,100.4,77.0,80.1,94.6,93.1,71.0,89.6,78.3,80.1,117.8,72.6,80.1,108.2,73.6,80.1,106.5,84.1,80.1,102.1,96.2,71.0,118.3,69.3,71.0,108.5,71.8,71.0,101.5,96.1,71.0,94.6,100.4,93.1,77.0,71.0,80.1,104.36666666667,102.2,83.9,75.066666666667,74.4,76.566666666667,107.26666666667,106.63333333333,75.733333333333,75.016666666667,65.8,64.616666666667,105.76666666667,105.89166666667,76.575,75.975,56.408333333333,56.241666666667,1053.12,1095.04,1103.36,1053.12,486059.0,4110.5,122620.0,112064.0,126026.0,73020.0,4.26,4.64,5.4,180.1,71363.0,66229.0,260.95000000000005,4935880.0,27901.3,867.0,90.0,1266.5,6890.5,34577.0,0.0,4935880.0,80491.0,4935880.0,4935880.0,40295.35,7721315.0,31.1,122198.38506032396,112234.22269685914,125997.25243734028,72203.98076864597,4.386423541596147,4.5040818930587445,4.828171195722054,178.87334134051088,71279.21333148422,66275.89883230801,261.44651204451264,5068323.145088094,27435.46269425415,873.6765474401673,84.2631661994356,1342.5826783829011,6518.681734691884,34922.00367546688,52.10484454622443,4574603.097945726,84123.99886033399,5170183.069684172,5484652.152187233,37820.11776960389,7541559.965441842,31.75512462729135,440423.5,36178.9,12742.933333333334,110.2,87.66666666666667,4.62,96.2,1053.12,89.55555555555554,433072.2833333334,12.595392455628664,3.5,714.4666666666672,4.56
2014-02-01,4.58,4.61,4.58,31335.6,31335.6,30033.822222222,88497.166666667,184830.58333333,17218.633333333,109.0,95.7,72.9,72.2,80.1,71.0,109.0,72.9,80.1,95.7,72.2,71.0,100.4,77.0,80.1,116.6,69.9,80.1,113.0,76.7,80.1,99.1,81.4,80.1,94.6,93.1,71.0,116.4,62.4,71.0,107.0,65.1,71.0,86.6,82.9,71.0,95.7,109.0,72.2,72.9,71.0,80.1,97.466666666667,99.666666666667,87.166666666667,76.066666666667,74.4,76.566666666667,105.38333333333,105.96666666667,76.916666666667,74.383333333333,65.8,64.616666666667,106.525,106.71666666667,75.683333333333,75.266666666667,56.408333333333,56.241666666667,1059.6533333333,1091.5466666667,1117.7758333333,1059.6533333333,479664.41666667,4074.2,123211.52869074892,113011.61404730982,126118.80125945386,72371.13737836404,4.371855463324721,4.467056199189642,4.764047413086593,178.3554378058036,71835.44810562512,66640.13803983592,262.31337363595617,4916787.373895466,27871.81811278312,876.4123620450653,89.58262284514394,1263.0513310213514,6913.03237942241,34580.3520691748,45.27334676436325,4940974.819238333,80488.0592870158,4809385.550514476,4934507.046000818,40291.70721171717,7549300.83407288,31.817064409344,122772.67007151054,113081.98975608897,126043.07766378485,71634.88344810069,4.359181249962611,4.4786887247248055,4.8079960588809545,178.66911518958796,71742.2632501223,66645.21692946137,262.35578262120936,4893278.319910634,27890.190734687545,881.1842968312769,90.02230446364877,1254.9918547768164,6957.7307057665,34553.080231031774,70.60526835466877,4972965.300362955,80192.23921540198,5022983.378391337,4852436.118798098,40492.03237111017,7366566.752864857,31.778372787444464,441546.7,36514.8,12645.766666666666,109.2,87.0,4.58,96.96666666666668,1059.6533333333332,89.5,434432.5,11.488918976973068,0.9000000000000057,1370.4333333333343,4.58
2014-03-01,4.57,4.59,4.57,31224.2,31224.2,30094.077777778,88767.333333333,184613.16666667,17255.366666667,108.1,115.1,84.6,96.6,80.1,71.0,108.1,84.6,80.1,115.1,96.6,71.0,109.0,72.9,80.1,89.6,78.3,80.1,102.4,75.6,80.1,102.0,76.6,80.1,95.7,72.2,71.0,102.1,96.2,71.0,105.2,68.3,71.0,106.1,85.6,71.0,115.1,108.1,96.6,84.6,71.0,80.1,101.8,105.83333333333,87.3,78.166666666667,74.4,76.566666666667,107.03333333333,106.91666666667,81.633333333333,75.883333333333,65.8,64.616666666667,107.275,107.225,76.6,75.933333333333,56.408333333333,56.241666666667,1066.1866666667,1088.0533333333,1132.1916666667,1066.1866666667,473269.83333333,4037.9,123679.36544508603,113887.2634743534,126195.19349643977,71657.53367497957,4.349455492751781,4.443758648901738,4.742891272374504,178.0002242327114,72254.01882807564,67015.04473081198,262.9248904464235,4896926.162363444,27841.31330804403,885.3219289193294,89.47346810318771,1259.6894875409316,6936.295154559092,34583.66508607012,91.61523762414863,4946274.733837176,80487.81515488081,4730326.492996299,4933078.828177769,40288.07355196308,7362078.95545116,31.820493957387253,123291.43213674871,113978.91683965753,126121.94911982,70990.8914130792,4.3369718310510565,4.455644253441389,4.787903399704253,178.22615486171523,72123.32611970213,67043.95480010043,263.0185406347019,4875462.72594204,27884.24705937019,887.2970203464932,90.1853979170468,1248.4742917675617,6991.195557970773,34537.7830802531,101.49647165201756,4992822.2750407085,80030.2170630251,4921928.696516221,4831733.457749588,40603.97428371214,7190364.609137818,31.78159307849407,442669.9,36850.7,12548.6,109.7,92.0,4.57,97.73333333333332,1066.1866666666665,89.94444444444444,435793.125,9.938591246237376,2.200000000000003,2026.3999999999944,4.67
2014-04-01,4.51,4.56,4.51,31112.8,31112.8,30154.333333333,89037.5,184395.75,17292.1,107.7,109.4,73.0,74.1,80.1,71.0,107.7,73.0,80.1,109.4,74.1,71.0,108.1,84.6,80.1,100.4,77.0,80.1,117.8,72.6,80.1,105.7,80.9,80.1,115.1,96.6,71.0,94.6,93.1,71.0,118.3,69.3,71.0,105.2,80.2,71.0,109.4,107.7,74.1,73.0,71.0,80.1,106.73333333333,108.26666666667,80.966666666667,76.833333333333,74.4,76.566666666667,105.55,105.23333333333,82.433333333333,75.95,65.8,64.616666666667,107.625,107.39166666667,76.091666666667,75.275,56.408333333333,56.241666666667,1072.72,1084.56,1146.6075,1072.72,466875.25,4001.6,124129.59513590342,114869.51825924926,126270.6722779758,70756.38004148129,4.324720321386389,4.41805695350247,4.719485887265844,177.6098713120809,72694.57784890363,67433.67588814702,263.6118659913171,4873884.187262249,27805.93250915015,895.6032208341677,89.3583011835078,1255.8062623726405,6963.274191023683,34587.49329846743,145.34543309555738,4952423.427176794,80487.59209477819,4676875.024769214,4931421.882190577,40283.87343099904,7126548.48698718,31.82647950863623,123759.45181073724,114891.58444021232,126193.97162873064,70268.69555734999,4.312931582380405,4.430899331289468,4.766944472788134,177.81219067464022,72474.78183216364,67455.63735433183,263.72368857183903,4853485.966957666,27892.25125321073,893.0705615314115,90.44646015376634,1242.0082149031173,7028.791065658183,34521.44159139379,130.44654051711098,5017466.41211926,79819.82253466023,4846978.485990344,4803178.999622471,40742.571833276816,6993458.62391287,31.78732158131005,444070.7333333333,37092.76666666666,12691.733333333334,109.7,96.33333333333331,4.51,98.5,1072.7199999999998,90.61111111111111,437136.6611111111,8.630923028472761,-0.5,1928.8999999999944,4.62
2014-05-01,4.5,4.58,4.5,31001.4,31001.4,30214.588888889,89307.666666667,184178.33333333,17297.6,108.7,106.5,73.1,67.0,80.1,71.0,108.7,73.1,80.1,106.5,67.0,71.0,107.7,73.0,80.1,109.0,72.9,80.1,116.6,69.9,80.1,109.5,77.1,80.1,109.4,74.1,71.0,95.7,72.2,71.0,116.4,62.4,71.0,110.0,73.5,71.0,106.5,108.7,67.0,73.1,71.0,80.1,110.33333333333,108.16666666667,79.233333333333,76.9,74.4,76.566666666667,103.9,103.91666666667,83.2,76.483333333333,65.8,64.616666666667,107.33333333333,107.325,75.55,74.941666666667,56.408333333333,56.241666666667,1079.2533333333,1081.0666666667,1161.0233333333,1079.2533333333,460480.66666667,4006.5,124503.4356590276,115823.88968273909,126333.65910563173,69804.19778740306,4.300857373744297,4.3932849050314,4.69685840267367,177.23797417947443,73083.37912716098,67842.66899123219,264.29083571297707,4852356.5789768845,27772.88572245912,905.1586922176568,89.26173688531057,1252.1926486053014,6988.470872588189,34591.0571867016,195.50923349197384,4958168.015447659,80487.45365448672,4654407.538646608,4929873.834458414,40279.9615442751,6877295.872536023,31.83440167556445,124168.35138768144,115801.888336274,126249.53640077756,69483.77739407393,4.289537365203677,4.406762585331623,4.745961813289932,177.4202417112331,72779.87570345117,67869.8951939396,264.43406565791,4833537.231170969,27901.49237242653,897.9856822793246,90.7337543599285,1235.370823873033,7065.075737371324,34502.976119925166,155.0945880089329,5042513.228193738,79602.76816559194,4796461.099288801,4774783.319558528,40888.25831211456,6779760.1698373975,31.7951105843052,445471.5666666667,37334.833333333336,12834.866666666669,105.3,91.0,4.5,97.86666666666666,1079.253333333333,90.44444444444446,438463.1083333333,8.371687414645784,-3.9000000000000057,1831.4000000000008,4.58
