도메인,날짜,지수종류,돈,이동평균_3개월,이동평균_6개월,이동평균_12개월
전기기기 및 장치,1995-02-01,원지수 (2020=100),50.6,,,
전기기기 및 장치,1995-02-01,계절조정지수 (2020=100),60.9,,,
전기기기 및 장치,1995-03-01,원지수 (2020=100),85.7,,,
전기기기 및 장치,1995-03-01,계절조정지수 (2020=100),79.4,,,
전기기기 및 장치,1995-04-01,원지수 (2020=100),56.5,64.26666666666667,,
전기기기 및 장치,1995-04-01,계절조정지수 (2020=100),55.6,65.3,,
전기기기 및 장치,1995-05-01,원지수 (2020=100),75.4,72.53333333333335,,
전기기기 및 장치,1995-05-01,계절조정지수 (2020=100),78.4,71.13333333333334,,
전기기기 및 장치,1995-06-01,원지수 (2020=100),86.3,72.73333333333333,,
전기기기 및 장치,1995-06-01,계절조정지수 (2020=100),81.4,71.8,,
전기기기 및 장치,1995-07-01,원지수 (2020=100),78.7,80.13333333333333,72.2,
전기기기 및 장치,1995-07-01,계절조정지수 (2020=100),87.5,82.43333333333334,73.86666666666667,
전기기기 및 장치,1995-08-01,원지수 (2020=100),78.0,81.0,76.76666666666667,
전기기기 및 장치,1995-08-01,계절조정지수 (2020=100),74.4,81.10000000000001,76.11666666666667,
전기기기 및 장치,1995-09-01,원지수 (2020=100),69.0,75.23333333333333,73.98333333333333,
전기기기 및 장치,1995-09-01,계절조정지수 (2020=100),68.0,76.63333333333334,74.21666666666667,
전기기기 및 장치,1995-10-01,원지수 (2020=100),69.9,72.3,76.21666666666667,
전기기기 및 장치,1995-10-01,계절조정지수 (2020=100),69.5,70.63333333333334,76.53333333333333,
전기기기 및 장치,1995-11-01,원지수 (2020=100),78.7,72.53333333333333,76.76666666666667,
전기기기 및 장치,1995-11-01,계절조정지수 (2020=100),75.0,70.83333333333333,75.96666666666667,
전기기기 및 장치,1995-12-01,원지수 (2020=100),84.0,77.53333333333333,76.38333333333334,
전기기기 및 장치,1995-12-01,계절조정지수 (2020=100),76.5,73.66666666666667,75.14999999999999,
전기기기 및 장치,1996-01-01,원지수 (2020=100),66.9,76.53333333333333,74.41666666666667,73.30833333333334
전기기기 및 장치,1996-01-01,계절조정지수 (2020=100),68.1,73.2,71.91666666666667,72.89166666666667
전기기기 및 장치,1996-02-01,원지수 (2020=100),55.6,68.83333333333333,70.68333333333334,73.72500000000001
전기기기 및 장치,1996-02-01,계절조정지수 (2020=100),66.2,70.26666666666667,70.55,73.33333333333333
전기기기 및 장치,1996-03-01,원지수 (2020=100),73.6,65.36666666666666,71.45,72.71666666666665
전기기기 및 장치,1996-03-01,계절조정지수 (2020=100),69.6,67.96666666666665,70.81666666666666,72.51666666666667
전기기기 및 장치,1996-04-01,원지수 (2020=100),77.5,68.89999999999999,72.71666666666665,74.46666666666665
전기기기 및 장치,1996-04-01,계절조정지수 (2020=100),76.2,70.66666666666667,71.93333333333334,74.23333333333333
전기기기 및 장치,1996-05-01,원지수 (2020=100),68.9,73.33333333333333,71.08333333333333,73.925
전기기기 및 장치,1996-05-01,계절조정지수 (2020=100),71.8,72.53333333333335,71.39999999999999,73.68333333333334
전기기기 및 장치,1996-06-01,원지수 (2020=100),68.0,71.46666666666665,68.41666666666667,72.39999999999999
전기기기 및 장치,1996-06-01,계절조정지수 (2020=100),64.2,70.73333333333333,69.35000000000001,72.25
전기기기 및 장치,1996-07-01,원지수 (2020=100),78.4,71.76666666666667,70.33333333333333,72.375
전기기기 및 장치,1996-07-01,계절조정지수 (2020=100),85.6,73.86666666666666,72.26666666666667,72.09166666666665
전기기기 및 장치,1996-08-01,원지수 (2020=100),82.9,76.43333333333334,74.88333333333334,72.78333333333333
전기기기 및 장치,1996-08-01,계절조정지수 (2020=100),79.1,76.3,74.41666666666667,72.48333333333333
전기기기 및 장치,1996-09-01,원지수 (2020=100),77.0,79.43333333333334,75.45,73.45
전기기기 및 장치,1996-09-01,계절조정지수 (2020=100),80.0,81.56666666666666,76.14999999999999,73.48333333333333
전기기기 및 장치,1996-10-01,원지수 (2020=100),84.8,81.56666666666666,76.66666666666667,74.69166666666666
전기기기 및 장치,1996-10-01,계절조정지수 (2020=100),81.2,80.10000000000001,76.98333333333333,74.45833333333333
전기기기 및 장치,1996-11-01,원지수 (2020=100),61.5,74.43333333333332,75.43333333333334,73.25833333333333
전기기기 및 장치,1996-11-01,계절조정지수 (2020=100),58.5,73.23333333333333,74.76666666666667,73.08333333333333
전기기기 및 장치,1996-12-01,원지수 (2020=100),67.5,71.26666666666667,75.35000000000001,71.88333333333333
전기기기 및 장치,1996-12-01,계절조정지수 (2020=100),61.7,67.13333333333334,74.35,71.85000000000001
전기기기 및 장치,1997-01-01,원지수 (2020=100),85.7,71.56666666666666,76.56666666666666,73.45
전기기기 및 장치,1997-01-01,계절조정지수 (2020=100),86.6,68.93333333333334,74.51666666666667,73.39166666666667
전기기기 및 장치,1997-02-01,원지수 (2020=100),62.9,72.03333333333333,73.23333333333333,74.05833333333332
전기기기 및 장치,1997-02-01,계절조정지수 (2020=100),75.9,74.73333333333333,73.98333333333333,74.2
전기기기 및 장치,1997-03-01,원지수 (2020=100),84.0,77.53333333333332,74.39999999999999,74.925
전기기기 및 장치,1997-03-01,계절조정지수 (2020=100),79.5,80.66666666666667,73.89999999999999,75.02499999999999
전기기기 및 장치,1997-04-01,원지수 (2020=100),86.2,77.69999999999999,74.63333333333334,75.64999999999999
전기기기 및 장치,1997-04-01,계절조정지수 (2020=100),83.0,79.46666666666665,74.2,75.59166666666665
전기기기 및 장치,1997-05-01,원지수 (2020=100),80.6,83.59999999999998,77.81666666666666,76.625
전기기기 및 장치,1997-05-01,계절조정지수 (2020=100),85.9,82.80000000000001,78.76666666666667,76.76666666666667
전기기기 및 장치,1997-06-01,원지수 (2020=100),85.8,84.19999999999999,80.86666666666666,78.10833333333333
전기기기 및 장치,1997-06-01,계절조정지수 (2020=100),81.6,83.5,82.08333333333333,78.21666666666665
전기기기 및 장치,1997-07-01,원지수 (2020=100),71.4,79.26666666666667,78.48333333333333,77.52499999999999
전기기기 및 장치,1997-07-01,계절조정지수 (2020=100),78.4,81.96666666666668,80.71666666666665,77.61666666666667
전기기기 및 장치,1997-08-01,원지수 (2020=100),79.4,78.86666666666666,81.23333333333333,77.23333333333333
전기기기 및 장치,1997-08-01,계절조정지수 (2020=100),77.1,79.03333333333332,80.91666666666667,77.45
전기기기 및 장치,1997-09-01,원지수 (2020=100),81.1,77.3,80.75,77.575
전기기기 및 장치,1997-09-01,계절조정지수 (2020=100),81.4,78.96666666666668,81.23333333333333,77.56666666666668
전기기기 및 장치,1997-10-01,원지수 (2020=100),50.8,70.43333333333332,74.85,74.74166666666666
전기기기 및 장치,1997-10-01,계절조정지수 (2020=100),49.0,69.16666666666667,75.56666666666666,74.88333333333334
전기기기 및 장치,1997-11-01,원지수 (2020=100),52.4,61.433333333333316,70.14999999999999,73.98333333333333
전기기기 및 장치,1997-11-01,계절조정지수 (2020=100),50.9,60.43333333333334,69.73333333333333,74.25
전기기기 및 장치,1997-12-01,원지수 (2020=100),81.9,61.69999999999999,69.5,75.18333333333332
전기기기 및 장치,1997-12-01,계절조정지수 (2020=100),75.7,58.53333333333334,68.75,75.41666666666667
전기기기 및 장치,1998-01-01,원지수 (2020=100),48.1,60.79999999999998,65.61666666666666,72.05
전기기기 및 장치,1998-01-01,계절조정지수 (2020=100),50.6,59.06666666666667,64.11666666666667,72.41666666666667
전기기기 및 장치,1998-02-01,원지수 (2020=100),48.4,59.46666666666666,60.44999999999999,70.84166666666667
전기기기 및 장치,1998-02-01,계절조정지수 (2020=100),56.3,60.86666666666667,60.65,70.78333333333333
전기기기 및 장치,1998-03-01,원지수 (2020=100),55.3,50.59999999999999,56.15,68.44999999999999
전기기기 및 장치,1998-03-01,계절조정지수 (2020=100),51.2,52.70000000000001,55.616666666666674,68.425
전기기기 및 장치,1998-04-01,원지수 (2020=100),35.7,46.46666666666666,53.633333333333326,64.24166666666666
전기기기 및 장치,1998-04-01,계절조정지수 (2020=100),33.7,47.06666666666667,53.06666666666667,64.31666666666666
전기기기 및 장치,1998-05-01,원지수 (2020=100),32.0,40.99999999999999,50.23333333333333,60.19166666666666
전기기기 및 장치,1998-05-01,계절조정지수 (2020=100),34.3,39.73333333333334,50.300000000000004,60.01666666666666
전기기기 및 장치,1998-06-01,원지수 (2020=100),37.9,35.19999999999999,42.9,56.199999999999996
전기기기 및 장치,1998-06-01,계절조정지수 (2020=100),36.3,34.76666666666667,43.73333333333333,56.24166666666667
전기기기 및 장치,1998-07-01,원지수 (2020=100),31.1,33.66666666666666,40.06666666666666,52.84166666666667
전기기기 및 장치,1998-07-01,계절조정지수 (2020=100),34.3,34.96666666666667,41.016666666666666,52.56666666666666
전기기기 및 장치,1998-08-01,원지수 (2020=100),38.1,35.69999999999999,38.349999999999994,49.4
전기기기 및 장치,1998-08-01,계절조정지수 (2020=100),37.0,35.866666666666674,37.8,49.225
전기기기 및 장치,1998-09-01,원지수 (2020=100),35.8,34.99999999999999,35.099999999999994,45.625
전기기기 및 장치,1998-09-01,계절조정지수 (2020=100),35.7,35.666666666666664,35.21666666666667,45.416666666666664
전기기기 및 장치,1998-10-01,원지수 (2020=100),42.3,38.73333333333332,36.199999999999996,44.916666666666664
전기기기 및 장치,1998-10-01,계절조정지수 (2020=100),39.9,37.53333333333334,36.25,44.65833333333333
전기기기 및 장치,1998-11-01,원지수 (2020=100),31.2,36.43333333333332,36.06666666666666,43.15
전기기기 및 장치,1998-11-01,계절조정지수 (2020=100),30.2,35.26666666666667,35.56666666666667,42.93333333333333
전기기기 및 장치,1998-12-01,원지수 (2020=100),36.8,36.76666666666666,35.883333333333326,39.391666666666666
전기기기 및 장치,1998-12-01,계절조정지수 (2020=100),33.8,34.63333333333334,35.15,39.44166666666667
전기기기 및 장치,1999-01-01,원지수 (2020=100),34.8,34.26666666666666,36.49999999999999,38.28333333333333
전기기기 및 장치,1999-01-01,계절조정지수 (2020=100),35.3,33.1,35.31666666666667,38.166666666666664
전기기기 및 장치,1999-02-01,원지수 (2020=100),54.7,42.09999999999999,39.26666666666666,38.80833333333333
전기기기 및 장치,1999-02-01,계절조정지수 (2020=100),66.5,45.20000000000001,40.233333333333334,39.01666666666667
전기기기 및 장치,1999-03-01,원지수 (2020=100),61.9,50.46666666666666,43.61666666666665,39.35833333333333
전기기기 및 장치,1999-03-01,계절조정지수 (2020=100),57.2,53.0,43.81666666666666,39.516666666666666
전기기기 및 장치,1999-04-01,원지수 (2020=100),53.0,56.533333333333324,45.4,40.79999999999999
전기기기 및 장치,1999-04-01,계절조정지수 (2020=100),51.0,58.23333333333334,45.666666666666664,40.958333333333336
전기기기 및 장치,1999-05-01,원지수 (2020=100),56.9,57.26666666666665,49.68333333333333,42.87499999999999
전기기기 및 장치,1999-05-01,계절조정지수 (2020=100),62.4,56.866666666666674,51.03333333333333,43.300000000000004
전기기기 및 장치,1999-06-01,원지수 (2020=100),59.1,56.33333333333332,53.399999999999984,44.64166666666666
전기기기 및 장치,1999-06-01,계절조정지수 (2020=100),54.9,56.1,54.54999999999999,44.85
전기기기 및 장치,1999-07-01,원지수 (2020=100),50.6,55.533333333333324,56.03333333333333,46.26666666666666
전기기기 및 장치,1999-07-01,계절조정지수 (2020=100),56.1,57.800000000000004,58.01666666666667,46.666666666666664
전기기기 및 장치,1999-08-01,원지수 (2020=100),55.3,54.99999999999999,56.13333333333333,47.69999999999999
전기기기 및 장치,1999-08-01,계절조정지수 (2020=100),52.3,54.43333333333334,55.650000000000006,47.94166666666666
전기기기 및 장치,1999-09-01,원지수 (2020=100),54.1,53.33333333333332,54.83333333333332,49.224999999999994
전기기기 및 장치,1999-09-01,계절조정지수 (2020=100),54.5,54.300000000000004,55.199999999999996,49.508333333333326
전기기기 및 장치,1999-10-01,원지수 (2020=100),57.2,55.533333333333324,55.53333333333333,50.46666666666667
전기기기 및 장치,1999-10-01,계절조정지수 (2020=100),54.0,53.6,55.699999999999996,50.68333333333333
전기기기 및 장치,1999-11-01,원지수 (2020=100),55.5,55.599999999999994,55.300000000000004,52.49166666666667
전기기기 및 장치,1999-11-01,계절조정지수 (2020=100),52.5,53.666666666666664,54.050000000000004,52.541666666666664
전기기기 및 장치,1999-12-01,원지수 (2020=100),66.5,59.73333333333333,56.533333333333324,54.96666666666667
전기기기 및 장치,1999-12-01,계절조정지수 (2020=100),61.8,56.1,55.199999999999996,54.875
전기기기 및 장치,2000-01-01,원지수 (2020=100),62.7,61.56666666666666,58.54999999999999,57.29166666666666
전기기기 및 장치,2000-01-01,계절조정지수 (2020=100),66.0,60.1,56.85,57.43333333333334
전기기기 및 장치,2000-02-01,원지수 (2020=100),51.6,60.26666666666666,57.93333333333333,57.03333333333333
전기기기 및 장치,2000-02-01,계절조정지수 (2020=100),57.3,61.70000000000001,57.68333333333333,56.666666666666664
전기기기 및 장치,2000-03-01,원지수 (2020=100),62.4,58.9,59.31666666666666,57.074999999999996
전기기기 및 장치,2000-03-01,계절조정지수 (2020=100),58.4,60.56666666666667,58.333333333333336,56.76666666666666
전기기기 및 장치,2000-04-01,원지수 (2020=100),60.9,58.29999999999999,59.93333333333333,57.73333333333334
전기기기 및 장치,2000-04-01,계절조정지수 (2020=100),61.5,59.06666666666667,59.583333333333336,57.64166666666666
전기기기 및 장치,2000-05-01,원지수 (2020=100),48.3,57.19999999999999,58.73333333333333,57.01666666666666
전기기기 및 장치,2000-05-01,계절조정지수 (2020=100),49.5,56.466666666666676,59.083333333333336,56.56666666666666
전기기기 및 장치,2000-06-01,원지수 (2020=100),54.5,54.566666666666656,56.73333333333333,56.63333333333333
전기기기 및 장치,2000-06-01,계절조정지수 (2020=100),54.3,55.1,57.83333333333332,56.51666666666667
전기기기 및 장치,2000-07-01,원지수 (2020=100),49.9,50.899999999999984,54.599999999999994,56.574999999999996
전기기기 및 장치,2000-07-01,계절조정지수 (2020=100),56.2,53.33333333333334,56.20000000000001,56.525
전기기기 및 장치,2000-08-01,원지수 (2020=100),61.6,55.33333333333332,56.26666666666666,57.099999999999994
전기기기 및 장치,2000-08-01,계절조정지수 (2020=100),57.3,55.93333333333334,56.199999999999996,56.94166666666667
전기기기 및 장치,2000-09-01,원지수 (2020=100),56.8,56.099999999999994,55.333333333333336,57.324999999999996
전기기기 및 장치,2000-09-01,계절조정지수 (2020=100),58.1,57.20000000000001,56.15,57.241666666666674
전기기기 및 장치,2000-10-01,원지수 (2020=100),62.5,60.29999999999999,55.599999999999994,57.76666666666666
전기기기 및 장치,2000-10-01,계절조정지수 (2020=100),59.7,58.366666666666674,55.849999999999994,57.71666666666667
전기기기 및 장치,2000-11-01,원지수 (2020=100),64.4,61.23333333333333,58.28333333333333,58.508333333333326
전기기기 및 장치,2000-11-01,계절조정지수 (2020=100),61.5,59.76666666666668,57.849999999999994,58.46666666666667
전기기기 및 장치,2000-12-01,원지수 (2020=100),56.9,61.26666666666666,58.68333333333333,57.708333333333336
전기기기 및 장치,2000-12-01,계절조정지수 (2020=100),53.9,58.366666666666674,57.78333333333334,57.80833333333333
전기기기 및 장치,2001-01-01,원지수 (2020=100),51.8,57.69999999999999,58.99999999999999,56.79999999999999
전기기기 및 장치,2001-01-01,계절조정지수 (2020=100),55.3,56.900000000000006,57.633333333333326,56.916666666666664
전기기기 및 장치,2001-02-01,원지수 (2020=100),42.3,50.33333333333332,55.78333333333333,56.025
전기기기 및 장치,2001-02-01,계절조정지수 (2020=100),48.1,52.43333333333334,56.1,56.15
전기기기 및 장치,2001-03-01,원지수 (2020=100),56.2,50.09999999999999,55.68333333333333,55.508333333333326
전기기기 및 장치,2001-03-01,계절조정지수 (2020=100),52.7,52.03333333333334,55.199999999999996,55.675000000000004
전기기기 및 장치,2001-04-01,원지수 (2020=100),53.6,50.69999999999999,54.199999999999996,54.9
전기기기 및 장치,2001-04-01,계절조정지수 (2020=100),52.2,51.00000000000002,53.95000000000001,54.900000000000006
전기기기 및 장치,2001-05-01,원지수 (2020=100),52.1,53.96666666666666,52.149999999999984,55.21666666666667
전기기기 및 장치,2001-05-01,계절조정지수 (2020=100),51.3,52.066666666666684,52.25,55.050000000000004
전기기기 및 장치,2001-06-01,원지수 (2020=100),68.0,57.9,54.0,56.34166666666667
전기기기 및 장치,2001-06-01,계절조정지수 (2020=100),67.6,57.03333333333334,54.53333333333333,56.15833333333333
전기기기 및 장치,2001-07-01,원지수 (2020=100),47.0,55.69999999999999,53.19999999999999,56.1
전기기기 및 장치,2001-07-01,계절조정지수 (2020=100),52.8,57.23333333333334,54.116666666666674,55.875
전기기기 및 장치,2001-08-01,원지수 (2020=100),59.3,58.099999999999994,56.03333333333333,55.90833333333333
전기기기 및 장치,2001-08-01,계절조정지수 (2020=100),55.4,58.6,55.333333333333336,55.71666666666666
전기기기 및 장치,2001-09-01,원지수 (2020=100),53.7,53.333333333333336,55.61666666666665,55.65
전기기기 및 장치,2001-09-01,계절조정지수 (2020=100),54.6,54.26666666666667,55.65,55.425000000000004
전기기기 및 장치,2001-10-01,원지수 (2020=100),58.5,57.166666666666664,56.43333333333334,55.31666666666666
전기기기 및 장치,2001-10-01,계절조정지수 (2020=100),54.1,54.70000000000001,55.96666666666666,54.958333333333336
전기기기 및 장치,2001-11-01,원지수 (2020=100),45.8,52.666666666666664,55.383333333333326,53.76666666666666
전기기기 및 장치,2001-11-01,계절조정지수 (2020=100),44.0,50.900000000000006,54.75,53.5
전기기기 및 장치,2001-12-01,원지수 (2020=100),56.5,53.599999999999994,53.46666666666666,53.73333333333333
전기기기 및 장치,2001-12-01,계절조정지수 (2020=100),53.3,50.466666666666676,52.36666666666667,53.449999999999996
전기기기 및 장치,2002-01-01,원지수 (2020=100),78.4,60.23333333333333,58.699999999999996,55.949999999999996
전기기기 및 장치,2002-01-01,계절조정지수 (2020=100),81.4,59.566666666666684,57.133333333333326,55.625
전기기기 및 장치,2002-02-01,원지수 (2020=100),48.5,61.133333333333326,56.9,56.46666666666666
전기기기 및 장치,2002-02-01,계절조정지수 (2020=100),56.5,63.73333333333335,57.31666666666666,56.32500000000001
전기기기 및 장치,2002-03-01,원지수 (2020=100),69.9,65.60000000000001,59.599999999999994,57.60833333333334
전기기기 및 장치,2002-03-01,계절조정지수 (2020=100),68.2,68.7,59.583333333333336,57.61666666666667
전기기기 및 장치,2002-04-01,원지수 (2020=100),62.7,60.36666666666667,60.29999999999999,58.36666666666667
전기기기 및 장치,2002-04-01,계절조정지수 (2020=100),58.8,61.16666666666668,60.366666666666674,58.166666666666664
전기기기 및 장치,2002-05-01,원지수 (2020=100),51.8,61.46666666666666,61.29999999999999,58.34166666666667
전기기기 및 장치,2002-05-01,계절조정지수 (2020=100),48.9,58.63333333333335,61.18333333333334,57.96666666666667
전기기기 및 장치,2002-06-01,원지수 (2020=100),64.4,59.633333333333326,62.61666666666667,58.041666666666664
전기기기 및 장치,2002-06-01,계절조정지수 (2020=100),68.7,58.80000000000001,63.75,58.05833333333334
전기기기 및 장치,2002-07-01,원지수 (2020=100),51.0,55.73333333333333,58.050000000000004,58.375
전기기기 및 장치,2002-07-01,계절조정지수 (2020=100),57.0,58.20000000000001,59.68333333333334,58.40833333333334
전기기기 및 장치,2002-08-01,원지수 (2020=100),62.0,59.133333333333326,60.300000000000004,58.6
전기기기 및 장치,2002-08-01,계절조정지수 (2020=100),58.5,61.400000000000006,60.01666666666667,58.666666666666664
전기기기 및 장치,2002-09-01,원지수 (2020=100),66.8,59.93333333333333,59.783333333333324,59.69166666666666
전기기기 및 장치,2002-09-01,계절조정지수 (2020=100),68.0,61.16666666666668,59.98333333333333,59.78333333333334
전기기기 및 장치,2002-10-01,원지수 (2020=100),55.8,61.533333333333324,58.633333333333326,59.46666666666667
전기기기 및 장치,2002-10-01,계절조정지수 (2020=100),51.5,59.33333333333334,58.76666666666667,59.56666666666666
전기기기 및 장치,2002-11-01,원지수 (2020=100),62.9,61.83333333333332,60.48333333333333,60.89166666666667
전기기기 및 장치,2002-11-01,계절조정지수 (2020=100),60.8,60.1,60.75,60.96666666666667
전기기기 및 장치,2002-12-01,원지수 (2020=100),59.6,59.43333333333333,59.68333333333333,61.150000000000006
전기기기 및 장치,2002-12-01,계절조정지수 (2020=100),58.2,56.83333333333334,59.0,61.375
전기기기 및 장치,2003-01-01,원지수 (2020=100),54.5,59.0,60.26666666666666,59.15833333333333
전기기기 및 장치,2003-01-01,계절조정지수 (2020=100),56.5,58.50000000000001,58.916666666666664,59.29999999999999
전기기기 및 장치,2003-02-01,원지수 (2020=100),32.6,48.9,55.36666666666667,57.83333333333332
전기기기 및 장치,2003-02-01,계절조정지수 (2020=100),36.6,50.433333333333344,55.26666666666667,57.64166666666666
전기기기 및 장치,2003-03-01,원지수 (2020=100),76.8,54.633333333333326,57.033333333333324,58.40833333333333
전기기기 및 장치,2003-03-01,계절조정지수 (2020=100),75.2,56.1,56.46666666666667,58.225
전기기기 및 장치,2003-04-01,원지수 (2020=100),64.8,58.06666666666666,58.533333333333324,58.583333333333336
전기기기 및 장치,2003-04-01,계절조정지수 (2020=100),60.8,57.53333333333334,58.01666666666667,58.39166666666666
전기기기 및 장치,2003-05-01,원지수 (2020=100),58.5,66.69999999999999,57.79999999999999,59.14166666666666
전기기기 및 장치,2003-05-01,계절조정지수 (2020=100),59.2,65.06666666666668,57.75,59.25
전기기기 및 장치,2003-06-01,원지수 (2020=100),76.9,66.73333333333333,60.68333333333333,60.18333333333333
전기기기 및 장치,2003-06-01,계절조정지수 (2020=100),78.7,66.23333333333333,61.166666666666664,60.083333333333336
전기기기 및 장치,2003-07-01,원지수 (2020=100),52.8,62.73333333333332,60.4,60.333333333333336
전기기기 및 장치,2003-07-01,계절조정지수 (2020=100),56.6,64.83333333333334,61.18333333333334,60.04999999999999
전기기기 및 장치,2003-08-01,원지수 (2020=100),64.1,64.6,65.64999999999999,60.508333333333326
전기기기 및 장치,2003-08-01,계절조정지수 (2020=100),63.2,66.16666666666667,65.61666666666666,60.44166666666666
전기기기 및 장치,2003-09-01,원지수 (2020=100),57.2,58.033333333333324,62.383333333333326,59.708333333333336
전기기기 및 장치,2003-09-01,계절조정지수 (2020=100),58.0,59.26666666666667,62.75,59.60833333333333
전기기기 및 장치,2003-10-01,원지수 (2020=100),65.0,62.09999999999999,62.41666666666666,60.474999999999994
전기기기 및 장치,2003-10-01,계절조정지수 (2020=100),60.2,60.466666666666676,62.65,60.333333333333336
전기기기 및 장치,2003-11-01,원지수 (2020=100),56.4,59.533333333333324,62.06666666666666,59.93333333333333
전기기기 및 장치,2003-11-01,계절조정지수 (2020=100),56.8,58.333333333333336,62.25,60.0
전기기기 및 장치,2003-12-01,원지수 (2020=100),54.1,58.49999999999999,58.26666666666666,59.474999999999994
전기기기 및 장치,2003-12-01,계절조정지수 (2020=100),49.0,55.333333333333336,57.300000000000004,59.23333333333333
전기기기 및 장치,2004-01-01,원지수 (2020=100),53.0,54.49999999999999,58.29999999999999,59.349999999999994
전기기기 및 장치,2004-01-01,계절조정지수 (2020=100),56.8,54.20000000000001,57.333333333333336,59.258333333333326
전기기기 및 장치,2004-02-01,원지수 (2020=100),53.9,53.66666666666666,56.599999999999994,61.12499999999999
전기기기 및 장치,2004-02-01,계절조정지수 (2020=100),60.6,55.46666666666667,56.9,61.25833333333333
전기기기 및 장치,2004-03-01,원지수 (2020=100),62.0,56.29999999999999,57.4,59.89166666666666
전기기기 및 장치,2004-03-01,계절조정지수 (2020=100),58.7,58.70000000000001,57.01666666666667,59.88333333333333
전기기기 및 장치,2004-04-01,원지수 (2020=100),52.3,56.066666666666656,55.283333333333324,58.85
전기기기 및 장치,2004-04-01,계절조정지수 (2020=100),50.9,56.73333333333334,55.46666666666667,59.05833333333334
전기기기 및 장치,2004-05-01,원지수 (2020=100),62.0,58.76666666666665,56.21666666666666,59.14166666666667
전기기기 및 장치,2004-05-01,계절조정지수 (2020=100),64.8,58.13333333333335,56.800000000000004,59.525
전기기기 및 장치,2004-06-01,원지수 (2020=100),56.9,57.066666666666656,56.68333333333333,57.474999999999994
전기기기 및 장치,2004-06-01,계절조정지수 (2020=100),53.9,56.53333333333334,57.61666666666667,57.458333333333336
전기기기 및 장치,2004-07-01,원지수 (2020=100),49.7,56.19999999999999,56.133333333333326,57.21666666666666
전기기기 및 장치,2004-07-01,계절조정지수 (2020=100),52.9,57.20000000000001,56.96666666666667,57.150000000000006
전기기기 및 장치,2004-08-01,원지수 (2020=100),64.9,57.166666666666664,57.96666666666666,57.28333333333333
전기기기 및 장치,2004-08-01,계절조정지수 (2020=100),62.2,56.33333333333334,57.23333333333334,57.06666666666666
전기기기 및 장치,2004-09-01,원지수 (2020=100),50.9,55.16666666666666,56.11666666666667,56.75833333333333
전기기기 및 장치,2004-09-01,계절조정지수 (2020=100),53.3,56.13333333333335,56.333333333333336,56.675000000000004
전기기기 및 장치,2004-10-01,원지수 (2020=100),60.7,58.83333333333332,57.51666666666666,56.400000000000006
전기기기 및 장치,2004-10-01,계절조정지수 (2020=100),54.6,56.70000000000001,56.949999999999996,56.208333333333336
전기기기 및 장치,2004-11-01,원지수 (2020=100),54.6,55.4,56.28333333333333,56.24999999999999
전기기기 및 장치,2004-11-01,계절조정지수 (2020=100),53.3,53.73333333333334,55.03333333333333,55.916666666666664
전기기기 및 장치,2004-12-01,원지수 (2020=100),63.5,59.59999999999999,57.38333333333333,57.03333333333333
전기기기 및 장치,2004-12-01,계절조정지수 (2020=100),57.4,55.1,55.616666666666674,56.61666666666667
전기기기 및 장치,2005-01-01,원지수 (2020=100),42.2,53.43333333333333,56.13333333333333,56.13333333333333
전기기기 및 장치,2005-01-01,계절조정지수 (2020=100),44.2,51.63333333333335,54.166666666666664,55.56666666666667
전기기기 및 장치,2005-02-01,원지수 (2020=100),50.8,52.16666666666666,53.78333333333333,55.87499999999999
전기기기 및 장치,2005-02-01,계절조정지수 (2020=100),56.3,52.63333333333335,53.18333333333334,55.208333333333336
전기기기 및 장치,2005-03-01,원지수 (2020=100),65.0,52.66666666666666,56.13333333333333,56.12499999999999
전기기기 및 장치,2005-03-01,계절조정지수 (2020=100),62.2,54.23333333333335,54.666666666666664,55.5
전기기기 및 장치,2005-04-01,원지수 (2020=100),55.8,57.19999999999999,55.31666666666666,56.416666666666664
전기기기 및 장치,2005-04-01,계절조정지수 (2020=100),56.1,58.20000000000001,54.916666666666664,55.93333333333334
전기기기 및 장치,2005-05-01,원지수 (2020=100),59.1,59.96666666666666,56.06666666666666,56.175000000000004
전기기기 및 장치,2005-05-01,계절조정지수 (2020=100),57.9,58.73333333333335,55.68333333333334,55.35833333333334
전기기기 및 장치,2005-06-01,원지수 (2020=100),61.1,58.66666666666666,55.666666666666664,56.525
전기기기 및 장치,2005-06-01,계절조정지수 (2020=100),58.2,57.40000000000001,55.81666666666667,55.71666666666666
전기기기 및 장치,2005-07-01,원지수 (2020=100),58.7,59.633333333333326,58.41666666666666,57.275
전기기기 및 장치,2005-07-01,계절조정지수 (2020=100),61.6,59.23333333333335,58.71666666666667,56.44166666666666
전기기기 및 장치,2005-08-01,원지수 (2020=100),54.7,58.166666666666664,59.06666666666666,56.425000000000004
전기기기 및 장치,2005-08-01,계절조정지수 (2020=100),55.3,58.366666666666674,58.54999999999999,55.86666666666667
전기기기 및 장치,2005-09-01,원지수 (2020=100),62.7,58.69999999999999,58.68333333333334,57.40833333333333
전기기기 및 장치,2005-09-01,계절조정지수 (2020=100),61.9,59.6,58.5,56.583333333333336
전기기기 및 장치,2005-10-01,원지수 (2020=100),59.6,58.99999999999999,59.31666666666666,57.31666666666666
전기기기 및 장치,2005-10-01,계절조정지수 (2020=100),61.7,59.63333333333335,59.43333333333334,57.17499999999999
