도메인,날짜,지수종류,돈,이동평균_3개월,이동평균_6개월,이동평균_12개월
컴퓨터사무용기계,2018-04-01,원지수 (2020=100),86.8,88.2,95.95,87.09166666666665
컴퓨터사무용기계,2018-04-01,계절조정지수 (2020=100),85.2,83.16666666666667,87.48333333333333,86.74166666666667
컴퓨터사무용기계,2018-05-01,원지수 (2020=100),73.9,84.86666666666667,95.58333333333333,87.68333333333334
컴퓨터사무용기계,2018-05-01,계절조정지수 (2020=100),84.4,84.36666666666666,87.76666666666667,87.375
컴퓨터사무용기계,2018-06-01,원지수 (2020=100),78.5,79.73333333333333,90.5,87.60000000000001
컴퓨터사무용기계,2018-06-01,계절조정지수 (2020=100),83.1,84.23333333333333,86.7,87.42500000000001
컴퓨터사무용기계,2018-07-01,원지수 (2020=100),78.4,76.93333333333334,82.56666666666666,86.68333333333334
컴퓨터사무용기계,2018-07-01,계절조정지수 (2020=100),86.2,84.56666666666666,83.86666666666666,86.26666666666667
컴퓨터사무용기계,2018-08-01,원지수 (2020=100),82.0,79.63333333333334,82.25,86.85000000000001
컴퓨터사무용기계,2018-08-01,계절조정지수 (2020=100),88.5,85.93333333333334,85.15,86.39166666666667
컴퓨터사무용기계,2018-09-01,원지수 (2020=100),71.4,77.26666666666667,78.50000000000001,85.86666666666667
컴퓨터사무용기계,2018-09-01,계절조정지수 (2020=100),81.0,85.23333333333333,84.73333333333333,85.43333333333334
컴퓨터사무용기계,2018-10-01,원지수 (2020=100),78.3,77.23333333333333,77.08333333333333,86.51666666666667
컴퓨터사무용기계,2018-10-01,계절조정지수 (2020=100),85.0,84.83333333333333,84.7,86.09166666666665
컴퓨터사무용기계,2018-11-01,원지수 (2020=100),83.5,77.73333333333333,78.68333333333334,87.13333333333333
컴퓨터사무용기계,2018-11-01,계절조정지수 (2020=100),90.3,85.43333333333334,85.68333333333334,86.72500000000001
컴퓨터사무용기계,2018-12-01,원지수 (2020=100),116.1,92.63333333333333,84.95,87.72500000000001
컴퓨터사무용기계,2018-12-01,계절조정지수 (2020=100),94.7,90.0,87.61666666666666,87.15833333333332
컴퓨터사무용기계,2019-01-01,원지수 (2020=100),118.9,106.16666666666667,91.7,87.13333333333333
컴퓨터사무용기계,2019-01-01,계절조정지수 (2020=100),92.6,92.53333333333335,88.68333333333334,86.27499999999999
컴퓨터사무용기계,2019-02-01,원지수 (2020=100),88.7,107.89999999999999,92.81666666666666,87.53333333333335
컴퓨터사무용기계,2019-02-01,계절조정지수 (2020=100),90.6,92.63333333333333,89.03333333333332,87.09166666666665
컴퓨터사무용기계,2019-03-01,원지수 (2020=100),106.4,104.66666666666667,98.64999999999999,88.57499999999999
컴퓨터사무용기계,2019-03-01,계절조정지수 (2020=100),94.9,92.7,91.35000000000001,88.04166666666667
컴퓨터사무용기계,2019-04-01,원지수 (2020=100),97.8,97.63333333333333,101.90000000000002,89.49166666666667
컴퓨터사무용기계,2019-04-01,계절조정지수 (2020=100),95.8,93.76666666666665,93.14999999999999,88.925
컴퓨터사무용기계,2019-05-01,원지수 (2020=100),80.8,95.0,101.45,90.06666666666666
컴퓨터사무용기계,2019-05-01,계절조정지수 (2020=100),94.9,95.2,93.91666666666667,89.8
컴퓨터사무용기계,2019-06-01,원지수 (2020=100),89.9,89.5,97.08333333333333,91.01666666666667
컴퓨터사무용기계,2019-06-01,계절조정지수 (2020=100),97.2,95.96666666666665,94.33333333333333,90.97500000000001
컴퓨터사무용기계,2019-07-01,원지수 (2020=100),91.6,87.43333333333332,92.53333333333335,92.11666666666667
컴퓨터사무용기계,2019-07-01,계절조정지수 (2020=100),100.0,97.36666666666667,95.56666666666666,92.125
컴퓨터사무용기계,2019-08-01,원지수 (2020=100),92.6,91.36666666666667,93.18333333333334,93.0
컴퓨터사무용기계,2019-08-01,계절조정지수 (2020=100),102.0,99.73333333333333,97.46666666666665,93.25
컴퓨터사무용기계,2019-09-01,원지수 (2020=100),95.0,93.06666666666666,91.28333333333335,94.96666666666665
컴퓨터사무용기계,2019-09-01,계절조정지수 (2020=100),105.2,102.40000000000002,99.18333333333334,95.26666666666667
컴퓨터사무용기계,2019-10-01,원지수 (2020=100),103.9,97.16666666666667,92.3,97.10000000000001
컴퓨터사무용기계,2019-10-01,계절조정지수 (2020=100),113.7,106.96666666666668,102.16666666666667,97.65833333333335
컴퓨터사무용기계,2019-11-01,원지수 (2020=100),92.7,97.2,94.28333333333335,97.86666666666667
컴퓨터사무용기계,2019-11-01,계절조정지수 (2020=100),101.8,106.90000000000002,103.31666666666668,98.61666666666667
컴퓨터사무용기계,2019-12-01,원지수 (2020=100),124.8,107.13333333333333,100.10000000000001,98.59166666666668
컴퓨터사무용기계,2019-12-01,계절조정지수 (2020=100),101.4,105.63333333333333,104.01666666666667,99.175
컴퓨터사무용기계,2020-01-01,원지수 (2020=100),107.0,108.16666666666667,102.66666666666667,97.60000000000001
컴퓨터사무용기계,2020-01-01,계절조정지수 (2020=100),82.7,95.30000000000001,101.13333333333333,98.35000000000001
컴퓨터사무용기계,2020-02-01,원지수 (2020=100),69.6,100.46666666666665,98.83333333333333,96.00833333333333
컴퓨터사무용기계,2020-02-01,계절조정지수 (2020=100),68.9,84.33333333333333,95.61666666666667,96.54166666666667
컴퓨터사무용기계,2020-03-01,원지수 (2020=100),109.7,95.43333333333334,101.28333333333335,96.28333333333335
컴퓨터사무용기계,2020-03-01,계절조정지수 (2020=100),94.9,82.16666666666667,93.89999999999999,96.54166666666667
컴퓨터사무용기계,2020-04-01,원지수 (2020=100),110.2,96.5,102.33333333333333,97.31666666666666
컴퓨터사무용기계,2020-04-01,계절조정지수 (2020=100),107.4,90.40000000000002,92.85000000000001,97.50833333333333
컴퓨터사무용기계,2020-05-01,원지수 (2020=100),105.5,108.46666666666665,104.46666666666665,99.375
컴퓨터사무용기계,2020-05-01,계절조정지수 (2020=100),125.8,109.36666666666667,96.85000000000001,100.08333333333333
컴퓨터사무용기계,2020-06-01,원지수 (2020=100),101.7,105.80000000000001,100.61666666666667,100.35833333333335
컴퓨터사무용기계,2020-06-01,계절조정지수 (2020=100),104.3,112.5,97.33333333333333,100.675
컴퓨터사무용기계,2020-07-01,원지수 (2020=100),87.8,98.33333333333333,97.41666666666667,100.04166666666667
컴퓨터사무용기계,2020-07-01,계절조정지수 (2020=100),93.6,107.89999999999999,99.14999999999999,100.14166666666667
컴퓨터사무용기계,2020-08-01,원지수 (2020=100),89.4,92.96666666666665,100.71666666666665,99.77499999999999
컴퓨터사무용기계,2020-08-01,계절조정지수 (2020=100),99.9,99.26666666666667,104.31666666666666,99.96666666666665
컴퓨터사무용기계,2020-09-01,원지수 (2020=100),95.7,90.96666666666668,98.38333333333334,99.83333333333333
컴퓨터사무용기계,2020-09-01,계절조정지수 (2020=100),104.2,99.23333333333333,105.86666666666667,99.88333333333333
컴퓨터사무용기계,2020-10-01,원지수 (2020=100),98.8,94.63333333333333,96.48333333333333,99.40833333333332
컴퓨터사무용기계,2020-10-01,계절조정지수 (2020=100),107.7,103.93333333333334,105.91666666666667,99.38333333333333
컴퓨터사무용기계,2020-11-01,원지수 (2020=100),102.3,98.93333333333334,95.95,100.20833333333333
컴퓨터사무용기계,2020-11-01,계절조정지수 (2020=100),110.9,107.60000000000001,103.43333333333334,100.14166666666667
컴퓨터사무용기계,2020-12-01,원지수 (2020=100),122.4,107.83333333333333,99.39999999999999,100.00833333333333
컴퓨터사무용기계,2020-12-01,계절조정지수 (2020=100),99.8,106.13333333333333,102.68333333333334,100.00833333333334
컴퓨터사무용기계,2021-01-01,원지수 (2020=100),148.5,124.39999999999999,109.51666666666667,103.46666666666665
컴퓨터사무용기계,2021-01-01,계절조정지수 (2020=100),115.0,108.56666666666668,106.25,102.7
컴퓨터사무용기계,2021-02-01,원지수 (2020=100),108.6,126.5,112.71666666666665,106.71666666666668
컴퓨터사무용기계,2021-02-01,계절조정지수 (2020=100),105.0,106.59999999999998,107.10000000000001,105.70833333333333
컴퓨터사무용기계,2021-03-01,원지수 (2020=100),139.5,132.20000000000002,120.01666666666665,109.2
컴퓨터사무용기계,2021-03-01,계절조정지수 (2020=100),121.0,113.66666666666667,109.89999999999999,107.88333333333334
컴퓨터사무용기계,2021-04-01,원지수 (2020=100),112.6,120.23333333333333,122.31666666666666,109.39999999999999
컴퓨터사무용기계,2021-04-01,계절조정지수 (2020=100),113.2,113.06666666666666,110.81666666666666,108.36666666666667
컴퓨터사무용기계,2021-05-01,원지수 (2020=100),121.7,124.60000000000001,125.55,110.75
컴퓨터사무용기계,2021-05-01,계절조정지수 (2020=100),146.2,126.8,116.7,110.06666666666668
컴퓨터사무용기계,2021-06-01,원지수 (2020=100),103.0,112.43333333333334,122.31666666666666,110.85833333333333
컴퓨터사무용기계,2021-06-01,계절조정지수 (2020=100),105.1,121.5,117.58333333333333,110.13333333333334
컴퓨터사무용기계,2021-07-01,원지수 (2020=100),99.6,108.10000000000001,114.16666666666667,111.84166666666665
컴퓨터사무용기계,2021-07-01,계절조정지수 (2020=100),106.8,119.36666666666666,116.21666666666668,111.23333333333333
컴퓨터사무용기계,2021-08-01,원지수 (2020=100),103.8,102.13333333333333,113.36666666666667,113.04166666666667
컴퓨터사무용기계,2021-08-01,계절조정지수 (2020=100),111.9,107.93333333333334,117.36666666666667,112.23333333333335
컴퓨터사무용기계,2021-09-01,원지수 (2020=100),106.6,103.33333333333333,107.88333333333334,113.95
컴퓨터사무용기계,2021-09-01,계절조정지수 (2020=100),115.3,111.33333333333333,116.41666666666667,113.15833333333335
컴퓨터사무용기계,2021-10-01,원지수 (2020=100),100.5,103.63333333333333,105.86666666666667,114.09166666666668
컴퓨터사무용기계,2021-10-01,계절조정지수 (2020=100),110.7,112.63333333333333,116.0,113.40833333333335
컴퓨터사무용기계,2021-11-01,원지수 (2020=100),107.1,104.73333333333333,103.43333333333332,114.49166666666666
컴퓨터사무용기계,2021-11-01,계절조정지수 (2020=100),113.6,113.2,110.56666666666666,113.63333333333333
컴퓨터사무용기계,2021-12-01,원지수 (2020=100),135.7,114.43333333333332,108.88333333333333,115.60000000000001
컴퓨터사무용기계,2021-12-01,계절조정지수 (2020=100),109.7,111.33333333333333,111.33333333333333,114.45833333333333
컴퓨터사무용기계,2022-01-01,원지수 (2020=100),154.9,132.56666666666666,118.09999999999998,116.13333333333333
컴퓨터사무용기계,2022-01-01,계절조정지수 (2020=100),112.7,112.0,112.31666666666666,114.26666666666667
컴퓨터사무용기계,2022-02-01,원지수 (2020=100),139.7,143.43333333333334,124.08333333333333,118.72499999999998
컴퓨터사무용기계,2022-02-01,계절조정지수 (2020=100),140.3,120.89999999999999,117.05,117.20833333333333
컴퓨터사무용기계,2022-03-01,원지수 (2020=100),136.5,143.70000000000002,129.06666666666666,118.47499999999998
컴퓨터사무용기계,2022-03-01,계절조정지수 (2020=100),118.8,123.93333333333334,117.63333333333334,117.02499999999999
컴퓨터사무용기계,2022-04-01,원지수 (2020=100),115.1,130.4333333333333,131.5,118.68333333333334
컴퓨터사무용기계,2022-04-01,계절조정지수 (2020=100),117.6,125.56666666666666,118.78333333333335,117.39166666666667
컴퓨터사무용기계,2022-05-01,원지수 (2020=100),110.3,120.63333333333333,132.03333333333333,117.73333333333333
컴퓨터사무용기계,2022-05-01,계절조정지수 (2020=100),133.7,123.36666666666666,122.13333333333333,116.34999999999998
컴퓨터사무용기계,2022-06-01,원지수 (2020=100),110.9,112.10000000000001,127.89999999999999,118.39166666666665
컴퓨터사무용기계,2022-06-01,계절조정지수 (2020=100),112.7,121.33333333333331,122.63333333333334,116.98333333333333
컴퓨터사무용기계,2022-07-01,원지수 (2020=100),120.7,113.96666666666665,122.2,120.14999999999999
컴퓨터사무용기계,2022-07-01,계절조정지수 (2020=100),127.5,124.63333333333333,125.10000000000001,118.70833333333333
컴퓨터사무용기계,2022-08-01,원지수 (2020=100),109.0,113.53333333333335,117.08333333333333,120.58333333333333
컴퓨터사무용기계,2022-08-01,계절조정지수 (2020=100),118.1,119.43333333333334,121.39999999999998,119.22499999999998
컴퓨터사무용기계,2022-09-01,원지수 (2020=100),105.5,111.73333333333335,111.91666666666667,120.49166666666666
컴퓨터사무용기계,2022-09-01,계절조정지수 (2020=100),113.8,119.8,120.56666666666666,119.10000000000001
컴퓨터사무용기계,2022-10-01,원지수 (2020=100),97.3,103.93333333333334,108.95,120.22499999999998
컴퓨터사무용기계,2022-10-01,계절조정지수 (2020=100),112.3,114.73333333333333,119.68333333333332,119.23333333333333
컴퓨터사무용기계,2022-11-01,원지수 (2020=100),101.1,101.3,107.41666666666667,119.72500000000001
컴퓨터사무용기계,2022-11-01,계절조정지수 (2020=100),107.8,111.3,115.36666666666667,118.75
컴퓨터사무용기계,2022-12-01,원지수 (2020=100),104.7,101.03333333333335,106.38333333333333,117.14166666666667
컴퓨터사무용기계,2022-12-01,계절조정지수 (2020=100),88.5,102.86666666666667,111.33333333333333,116.98333333333333
컴퓨터사무용기계,2023-01-01,원지수 (2020=100),132.5,112.76666666666665,108.34999999999998,115.27500000000002
컴퓨터사무용기계,2023-01-01,계절조정지수 (2020=100),97.9,98.06666666666666,106.39999999999999,115.75
컴퓨터사무용기계,2023-02-01,원지수 (2020=100),103.6,113.60000000000001,107.44999999999999,112.26666666666667
컴퓨터사무용기계,2023-02-01,계절조정지수 (2020=100),100.5,95.63333333333333,103.46666666666668,112.43333333333334
컴퓨터사무용기계,2023-03-01,원지수 (2020=100),108.6,114.89999999999999,107.96666666666665,109.94166666666666
컴퓨터사무용기계,2023-03-01,계절조정지수 (2020=100),94.7,97.7,100.28333333333332,110.425
컴퓨터사무용기계,2023-04-01,원지수 (2020=100),92.2,101.46666666666665,107.11666666666667,108.03333333333332
컴퓨터사무용기계,2023-04-01,계절조정지수 (2020=100),95.5,96.89999999999999,97.48333333333333,108.58333333333331
컴퓨터사무용기계,2023-05-01,원지수 (2020=100),75.7,92.16666666666667,102.88333333333333,105.14999999999999
컴퓨터사무용기계,2023-05-01,계절조정지수 (2020=100),92.5,94.23333333333333,94.93333333333334,105.14999999999999
컴퓨터사무용기계,2023-06-01,원지수 (2020=100),93.4,87.10000000000001,101.0,103.69166666666668
컴퓨터사무용기계,2023-06-01,계절조정지수 (2020=100),96.5,94.83333333333333,96.26666666666667,103.8
컴퓨터사무용기계,2023-07-01,원지수 (2020=100),92.6,87.23333333333335,94.35000000000001,101.35000000000001
컴퓨터사무용기계,2023-07-01,계절조정지수 (2020=100),96.5,95.16666666666667,96.03333333333335,101.21666666666665
컴퓨터사무용기계,2023-08-01,원지수 (2020=100),79.7,88.56666666666666,90.36666666666666,98.90833333333335
컴퓨터사무용기계,2023-08-01,계절조정지수 (2020=100),86.6,93.2,93.71666666666668,98.59166666666668
컴퓨터사무용기계,2023-09-01,원지수 (2020=100),84.9,85.73333333333333,86.41666666666667,97.19166666666666
컴퓨터사무용기계,2023-09-01,계절조정지수 (2020=100),92.8,91.96666666666665,93.39999999999999,96.84166666666665
컴퓨터사무용기계,2023-10-01,원지수 (2020=100),81.1,81.89999999999999,84.56666666666668,95.84166666666668
컴퓨터사무용기계,2023-10-01,계절조정지수 (2020=100),90.7,90.03333333333335,92.60000000000001,95.04166666666667
컴퓨터사무용기계,2023-11-01,원지수 (2020=100),75.7,80.56666666666668,84.56666666666668,93.72500000000001
컴퓨터사무용기계,2023-11-01,계절조정지수 (2020=100),81.1,88.19999999999999,90.69999999999999,92.81666666666666
컴퓨터사무용기계,2023-12-01,원지수 (2020=100),113.7,90.16666666666667,87.95,94.47500000000001
컴퓨터사무용기계,2023-12-01,계절조정지수 (2020=100),96.1,89.3,90.63333333333333,93.45
컴퓨터사무용기계,2024-01-01,원지수 (2020=100),135.2,108.19999999999999,95.05,94.7
컴퓨터사무용기계,2024-01-01,계절조정지수 (2020=100),99.5,92.23333333333333,91.13333333333333,93.58333333333333
컴퓨터사무용기계,2024-02-01,원지수 (2020=100),99.8,116.23333333333333,98.39999999999999,94.38333333333334
컴퓨터사무용기계,2024-02-01,계절조정지수 (2020=100),96.1,97.23333333333333,92.71666666666665,93.21666666666665
컴퓨터사무용기계,2024-03-01,원지수 (2020=100),105.7,113.56666666666666,101.86666666666667,94.14166666666667
컴퓨터사무용기계,2024-03-01,계절조정지수 (2020=100),94.4,96.66666666666667,92.98333333333333,93.19166666666666
컴퓨터사무용기계,2024-04-01,원지수 (2020=100),88.9,98.13333333333333,103.16666666666667,93.86666666666666
컴퓨터사무용기계,2024-04-01,계절조정지수 (2020=100),91.2,93.90000000000002,93.06666666666666,92.83333333333333
컴퓨터사무용기계,2024-05-01,원지수 (2020=100),78.0,90.86666666666667,103.55,94.05833333333332
컴퓨터사무용기계,2024-05-01,계절조정지수 (2020=100),92.4,92.66666666666667,94.95,92.825
컴퓨터사무용기계,2024-06-01,원지수 (2020=100),120.9,95.93333333333334,104.75,96.35000000000001
컴퓨터사무용기계,2024-06-01,계절조정지수 (2020=100),124.7,102.76666666666667,99.71666666666668,95.175
컴퓨터사무용기계,2024-07-01,원지수 (2020=100),93.8,97.56666666666666,97.85000000000001,96.44999999999999
컴퓨터사무용기계,2024-07-01,계절조정지수 (2020=100),94.8,103.96666666666665,98.93333333333334,95.03333333333335
컴퓨터사무용기계,2024-08-01,원지수 (2020=100),90.6,101.76666666666667,96.31666666666666,97.35833333333335
컴퓨터사무용기계,2024-08-01,계절조정지수 (2020=100),98.4,105.96666666666665,99.31666666666666,96.01666666666667
컴퓨터사무용기계,2024-09-01,원지수 (2020=100),89.8,91.39999999999999,93.66666666666667,97.76666666666667
컴퓨터사무용기계,2024-09-01,계절조정지수 (2020=100),97.9,97.03333333333335,99.90000000000002,96.44166666666668
컴퓨터사무용기계,2024-10-01,원지수 (2020=100),87.3,89.23333333333333,93.39999999999999,98.28333333333335
컴퓨터사무용기계,2024-10-01,계절조정지수 (2020=100),97.9,98.06666666666668,101.01666666666667,97.04166666666667
컴퓨터사무용기계,2024-11-01,원지수 (2020=100),93.0,90.03333333333335,95.89999999999999,99.72500000000001
컴퓨터사무용기계,2024-11-01,계절조정지수 (2020=100),100.5,98.76666666666667,102.36666666666667,98.65833333333332
컴퓨터사무용기계,2024-12-01,원지수 (2020=100),123.5,101.26666666666667,96.33333333333333,100.54166666666667
컴퓨터사무용기계,2024-12-01,계절조정지수 (2020=100),104.0,100.8,98.91666666666667,99.31666666666666
컴퓨터사무용기계,2025-01-01,원지수 (2020=100),142.8,119.76666666666667,104.5,101.175
컴퓨터사무용기계,2025-01-01,계절조정지수 (2020=100),102.1,102.2,100.13333333333333,99.53333333333335
컴퓨터사무용기계,2025-02-01,원지수 (2020=100),106.8,124.36666666666667,107.19999999999999,101.75833333333333
컴퓨터사무용기계,2025-02-01,계절조정지수 (2020=100),103.1,103.06666666666666,100.91666666666667,100.11666666666667
컴퓨터사무용기계,2025-03-01,원지수 (2020=100),100.3,116.63333333333333,108.95,101.30833333333334
컴퓨터사무용기계,2025-03-01,계절조정지수 (2020=100),88.1,97.76666666666665,99.28333333333335,99.59166666666665
컴퓨터사무용기계,2025-04-01,원지수 (2020=100),117.8,108.3,114.03333333333335,103.71666666666668
컴퓨터사무용기계,2025-04-01,계절조정지수 (2020=100),126.2,105.8,104.0,102.50833333333333
컴퓨터사무용기계,2025-05-01,원지수 (2020=100),109.0,109.03333333333332,116.7,106.30000000000001
컴퓨터사무용기계,2025-05-01,계절조정지수 (2020=100),132.7,115.66666666666667,109.36666666666667,105.86666666666666
컴퓨터사무용기계,2025-06-01,원지수 (2020=100),89.1,105.3,110.96666666666668,103.64999999999999
컴퓨터사무용기계,2025-06-01,계절조정지수 (2020=100),89.7,116.19999999999999,106.98333333333333,102.95
컴퓨터사무용기계,2025-07-01,원지수 (2020=100),93.7,97.26666666666665,102.78333333333335,103.64166666666667
컴퓨터사무용기계,2025-07-01,계절조정지수 (2020=100),94.3,105.56666666666665,105.68333333333332,102.90833333333332
특수산업용기계,2015-01-01,원지수 (2020=100),71.0,,,
특수산업용기계,2015-01-01,계절조정지수 (2020=100),80.1,,,
특수산업용기계,2015-02-01,원지수 (2020=100),67.4,,,
특수산업용기계,2015-02-01,계절조정지수 (2020=100),75.2,,,
특수산업용기계,2015-03-01,원지수 (2020=100),84.8,74.39999999999999,,
특수산업용기계,2015-03-01,계절조정지수 (2020=100),74.4,76.56666666666666,,
특수산업용기계,2015-04-01,원지수 (2020=100),70.8,74.33333333333333,,
특수산업용기계,2015-04-01,계절조정지수 (2020=100),66.1,71.89999999999999,,
특수산업용기계,2015-05-01,원지수 (2020=100),42.8,66.13333333333333,,
특수산업용기계,2015-05-01,계절조정지수 (2020=100),39.3,59.93333333333334,,
특수산업용기계,2015-06-01,원지수 (2020=100),58.0,57.199999999999996,65.8,
특수산업용기계,2015-06-01,계절조정지수 (2020=100),52.6,52.666666666666664,64.61666666666666,
특수산업용기계,2015-07-01,원지수 (2020=100),69.4,56.73333333333333,65.53333333333333,
특수산업용기계,2015-07-01,계절조정지수 (2020=100),67.4,53.1,62.5,
특수산업용기계,2015-08-01,원지수 (2020=100),44.6,57.333333333333336,61.73333333333333,
특수산업용기계,2015-08-01,계절조정지수 (2020=100),47.5,55.833333333333336,57.883333333333326,
특수산업용기계,2015-09-01,원지수 (2020=100),38.7,50.900000000000006,54.050000000000004,
특수산업용기계,2015-09-01,계절조정지수 (2020=100),42.2,52.366666666666674,52.51666666666667,
특수산업용기계,2015-10-01,원지수 (2020=100),36.8,40.03333333333333,48.38333333333333,
특수산업용기계,2015-10-01,계절조정지수 (2020=100),41.9,43.866666666666674,48.48333333333333,
특수산업용기계,2015-11-01,원지수 (2020=100),43.3,39.6,48.46666666666667,
특수산업용기계,2015-11-01,계절조정지수 (2020=100),44.9,43.0,49.416666666666664,
특수산업용기계,2015-12-01,원지수 (2020=100),49.3,43.133333333333326,47.01666666666666,56.40833333333333
특수산업용기계,2015-12-01,계절조정지수 (2020=100),43.3,43.366666666666674,47.86666666666667,56.24166666666667
특수산업용기계,2016-01-01,원지수 (2020=100),40.6,44.4,42.21666666666667,53.875
특수산업용기계,2016-01-01,계절조정지수 (2020=100),44.1,44.1,43.98333333333333,53.24166666666667
특수산업용기계,2016-02-01,원지수 (2020=100),41.1,43.666666666666664,41.63333333333333,51.68333333333334
특수산업용기계,2016-02-01,계절조정지수 (2020=100),46.4,44.6,43.800000000000004,50.84166666666667
특수산업용기계,2016-03-01,원지수 (2020=100),56.2,45.96666666666667,44.550000000000004,49.29999999999999
특수산업용기계,2016-03-01,계절조정지수 (2020=100),49.3,46.6,44.98333333333333,48.75
특수산업용기계,2016-04-01,원지수 (2020=100),59.1,52.13333333333333,48.26666666666667,48.324999999999996
특수산업용기계,2016-04-01,계절조정지수 (2020=100),56.1,50.6,47.35,47.916666666666664
특수산업용기계,2016-05-01,원지수 (2020=100),31.9,49.06666666666667,46.36666666666667,47.416666666666664
특수산업용기계,2016-05-01,계절조정지수 (2020=100),29.5,44.96666666666667,44.78333333333333,47.099999999999994
특수산업용기계,2016-06-01,원지수 (2020=100),46.5,45.833333333333336,45.9,46.458333333333336
특수산업용기계,2016-06-01,계절조정지수 (2020=100),42.1,42.56666666666667,44.583333333333336,46.224999999999994
특수산업용기계,2016-07-01,원지수 (2020=100),55.4,44.6,48.36666666666667,45.291666666666664
특수산업용기계,2016-07-01,계절조정지수 (2020=100),55.2,42.26666666666667,46.43333333333334,45.208333333333336
특수산업용기계,2016-08-01,원지수 (2020=100),73.5,58.46666666666666,53.76666666666667,47.699999999999996
특수산업용기계,2016-08-01,계절조정지수 (2020=100),78.9,58.73333333333334,51.85,47.824999999999996
특수산업용기계,2016-09-01,원지수 (2020=100),57.2,62.03333333333333,53.93333333333334,49.24166666666667
특수산업용기계,2016-09-01,계절조정지수 (2020=100),64.5,66.2,54.38333333333333,49.68333333333334
특수산업용기계,2016-10-01,원지수 (2020=100),60.5,63.73333333333333,54.166666666666664,51.21666666666667
특수산업용기계,2016-10-01,계절조정지수 (2020=100),66.4,69.93333333333335,56.1,51.724999999999994
특수산업용기계,2016-11-01,원지수 (2020=100),64.4,60.70000000000001,59.583333333333336,52.975
특수산업용기계,2016-11-01,계절조정지수 (2020=100),67.1,66.00000000000001,62.36666666666667,53.574999999999996
특수산업용기계,2016-12-01,원지수 (2020=100),102.0,75.63333333333334,68.83333333333333,57.36666666666667
특수산업용기계,2016-12-01,계절조정지수 (2020=100),90.4,74.63333333333334,70.41666666666667,57.5
특수산업용기계,2017-01-01,원지수 (2020=100),84.3,83.56666666666666,73.64999999999999,61.008333333333326
특수산업용기계,2017-01-01,계절조정지수 (2020=100),91.3,82.93333333333334,76.43333333333332,61.43333333333334
특수산업용기계,2017-02-01,원지수 (2020=100),83.4,89.89999999999999,75.3,64.53333333333335
특수산업용기계,2017-02-01,계절조정지수 (2020=100),93.2,91.63333333333334,78.81666666666666,65.33333333333333
특수산업용기계,2017-03-01,원지수 (2020=100),129.7,99.13333333333333,87.38333333333333,70.65833333333333
특수산업용기계,2017-03-01,계절조정지수 (2020=100),113.8,99.43333333333334,87.03333333333335,70.70833333333334
특수산업용기계,2017-04-01,원지수 (2020=100),112.5,108.53333333333332,96.05,75.10833333333333
특수산업용기계,2017-04-01,계절조정지수 (2020=100),107.5,104.83333333333333,93.88333333333334,74.99166666666667
특수산업용기계,2017-05-01,원지수 (2020=100),134.6,125.59999999999998,107.75,83.66666666666667
특수산업용기계,2017-05-01,계절조정지수 (2020=100),124.6,115.30000000000001,103.46666666666665,82.91666666666667
특수산업용기계,2017-06-01,원지수 (2020=100),155.6,134.23333333333332,116.68333333333334,92.75833333333333
특수산업용기계,2017-06-01,계절조정지수 (2020=100),140.3,124.13333333333334,111.78333333333335,91.10000000000001
특수산업용기계,2017-07-01,원지수 (2020=100),124.7,138.29999999999998,123.41666666666667,98.53333333333332
특수산업용기계,2017-07-01,계절조정지수 (2020=100),126.3,130.4,117.61666666666666,97.02499999999999
특수산업용기계,2017-08-01,원지수 (2020=100),115.5,131.9333333333333,128.76666666666668,102.03333333333332
특수산업용기계,2017-08-01,계절조정지수 (2020=100),125.2,130.6,122.95,100.88333333333334
특수산업용기계,2017-09-01,원지수 (2020=100),128.2,122.8,128.51666666666668,107.95
특수산업용기계,2017-09-01,계절조정지수 (2020=100),139.1,130.20000000000002,127.16666666666667,107.09999999999998
특수산업용기계,2017-10-01,원지수 (2020=100),83.9,109.2,123.74999999999999,109.89999999999999
특수산업용기계,2017-10-01,계절조정지수 (2020=100),94.7,119.66666666666667,125.03333333333332,109.45833333333333
특수산업용기계,2017-11-01,원지수 (2020=100),122.0,111.36666666666667,121.64999999999999,114.69999999999999
특수산업용기계,2017-11-01,계절조정지수 (2020=100),128.0,120.60000000000001,125.60000000000002,114.53333333333335
특수산업용기계,2017-12-01,원지수 (2020=100),168.2,124.7,123.75,120.21666666666665
특수산업용기계,2017-12-01,계절조정지수 (2020=100),149.3,124.0,127.10000000000001,119.44166666666668
특수산업용기계,2018-01-01,원지수 (2020=100),164.3,151.5,130.35,126.88333333333333
특수산업용기계,2018-01-01,계절조정지수 (2020=100),174.6,150.63333333333335,135.15,126.38333333333334
특수산업용기계,2018-02-01,원지수 (2020=100),142.5,158.33333333333334,134.85,131.8083333333333
특수산업용기계,2018-02-01,계절조정지수 (2020=100),160.1,161.33333333333334,140.96666666666667,131.95833333333334
특수산업용기계,2018-03-01,원지수 (2020=100),158.8,155.20000000000002,139.95000000000002,134.23333333333335
특수산업용기계,2018-03-01,계절조정지수 (2020=100),140.7,158.46666666666667,141.23333333333332,134.20000000000002
특수산업용기계,2018-04-01,원지수 (2020=100),148.0,149.76666666666668,150.63333333333335,137.1916666666667
특수산업용기계,2018-04-01,계절조정지수 (2020=100),141.7,147.5,149.0666666666667,137.05
