date,GDP,ICT_Production,ICT_Investment,CCSI,BSI_Composite,Corporate_Loan_Rate,Equipment_Investment_Index,productivity_index,Exchange_Rate
2016-07-01,476105.6,40407.6,13160.3,101.6,92.0,3.37,77.43333333333334,98.2,
2016-08-01,477328.3,40720.4,13189.433333333332,102.6,92.66666666666669,3.38,84.43333333333334,98.60000000000001,
2016-09-01,478551.0,41033.2,13218.566666666668,102.5,93.66666666666669,3.37,81.33333333333333,99.0,
2016-10-01,479773.7,41346.0,13247.7,102.8,95.66666666666669,3.38,84.39999999999999,99.4,
2016-11-01,481578.5,41379.73333333333,13557.733333333334,95.9,92.66666666666669,3.45,86.10000000000001,98.23333333333333,
2016-12-01,483383.3,41413.46666666667,13867.766666666666,94.2,92.0,3.54,92.7,97.06666666666668,
2017-01-01,485188.1,41447.2,14177.8,93.2,91.33333333333331,3.55,90.76666666666667,95.9,
2017-02-01,486376.1333333333,41547.1,14216.266666666666,94.4,89.66666666666667,3.49,97.13333333333333,97.5,
2017-03-01,487564.1666666667,41647.0,14254.733333333334,97.0,91.66666666666669,3.53,105.06666666666666,99.10000000000001,
2017-04-01,488752.2,41746.9,14293.2,101.8,96.66666666666669,3.42,103.56666666666666,100.7,
2017-05-01,490992.3,42286.03333333333,14515.5,109.2,94.33333333333331,3.45,106.26666666666667,100.10000000000001,
2017-06-01,493232.4,42825.16666666667,14737.800000000001,112.6,99.0,3.45,115.36666666666667,99.5,
2017-07-01,495472.5,43364.3,14960.1,112.7,97.0,3.44,113.3,98.9,
2017-08-01,495088.1,43711.8,15085.5,111.3,96.0,3.44,111.33333333333333,102.4,
2017-09-01,494703.7,44059.3,15210.9,108.9,98.66666666666669,3.48,120.2,105.9,
2017-10-01,494319.3,44406.8,15336.3,110.5,99.33333333333331,3.45,92.43333333333334,109.4,
2017-11-01,496741.56666666665,44898.16666666667,15364.666666666666,113.9,96.33333333333331,3.54,108.0,106.10000000000001,
2017-12-01,499163.8333333333,45389.53333333333,15393.033333333333,112.3,98.66666666666669,3.64,118.40000000000002,102.8,
2018-01-01,501586.1,45880.9,15421.4,111.6,96.33333333333331,3.68,131.93333333333334,99.5,
2018-02-01,502889.6333333333,46278.46666666667,15412.3,109.8,95.0,3.69,117.53333333333335,100.63333333333334,
2018-03-01,504193.1666666667,46676.03333333333,15403.2,109.7,95.0,3.66,112.53333333333335,101.76666666666667,
2018-04-01,505496.7,47073.6,15394.1,108.7,100.66666666666669,3.64,112.06666666666666,102.9,
2018-05-01,506360.9,47711.566666666666,15453.466666666667,109.6,101.66666666666669,3.66,105.23333333333335,103.43333333333334,
2018-06-01,507225.1,48349.53333333333,15512.833333333334,106.9,100.66666666666669,3.63,97.3,103.96666666666667,
2018-07-01,508089.3,48987.5,15572.2,102.1,97.33333333333331,3.64,93.60000000000001,104.5,
2018-08-01,509036.26666666666,48430.96666666667,15608.066666666668,100.1,98.66666666666669,3.62,91.8,105.1,
2018-09-01,509983.23333333334,47874.433333333334,15643.933333333332,101.0,98.33333333333331,3.62,97.5,105.7,
2018-10-01,510930.2,47317.9,15679.8,100.2,98.33333333333331,3.65,94.03333333333335,106.3,
2018-11-01,511074.8,47432.433333333334,15617.866666666667,96.6,97.66666666666669,3.69,90.89999999999999,104.83333333333333,
2018-12-01,511219.4,47546.96666666667,15555.933333333332,97.8,98.0,3.77,88.36666666666667,103.36666666666667,
2019-01-01,511364.0,47661.5,15494.0,98.5,96.0,3.81,89.56666666666666,101.9,
2019-02-01,513611.8,48283.86666666667,15591.433333333332,100.6,94.66666666666669,3.78,81.8,101.9,
2019-03-01,515859.60000000003,48906.23333333333,15688.866666666667,100.8,98.0,3.71,82.03333333333335,101.9,
2019-04-01,518107.4,49528.6,15786.3,102.8,100.66666666666669,3.71,92.8,101.9,
2019-05-01,518460.23333333334,50313.333333333336,15863.166666666666,98.9,97.33333333333331,3.67,89.43333333333334,102.2,
2019-06-01,518813.0666666667,51098.066666666666,15940.033333333333,98.6,97.66666666666669,3.58,86.86666666666667,102.5,
2019-07-01,519165.9,51882.8,16016.9,96.9,100.33333333333331,3.52,84.53333333333333,102.8,
2019-08-01,520892.3,51505.1,15958.566666666666,93.3,93.0,3.32,84.96666666666667,104.56666666666666,
2019-09-01,522618.7,51127.4,15900.233333333334,98.0,86.0,3.42,87.3,106.33333333333333,
2019-10-01,524345.1,50749.7,15841.9,99.7,86.33333333333333,3.28,90.66666666666667,108.1,
2019-11-01,522100.73333333334,51470.86666666666,15744.766666666666,102.0,94.66666666666669,3.29,84.33333333333333,103.96666666666667,
2019-12-01,519856.36666666664,52192.03333333333,15647.633333333333,101.6,91.33333333333331,3.36,88.39999999999999,99.83333333333333,
2020-01-01,517612.0,52913.2,15550.5,105.4,105.33333333333331,3.32,78.23333333333333,95.7,
2020-02-01,512895.06666666665,52455.23333333333,15601.666666666666,97.9,97.66666666666669,3.19,88.73333333333333,96.76666666666667,
2020-03-01,508178.13333333336,51997.26666666667,15652.833333333334,79.3,94.33333333333331,2.94,98.5,97.83333333333334,
2020-04-01,503461.2,51539.3,15704.0,71.5,74.33333333333333,2.77,103.16666666666667,98.9,
2020-05-01,507179.13333333336,52028.53333333333,15708.6,78.4,82.0,2.83,112.33333333333333,98.66666666666667,
2020-06-01,510897.06666666665,52517.76666666667,15713.199999999999,82.7,78.0,2.75,103.66666666666667,98.43333333333334,
2020-07-01,514615.0,53007.0,15717.8,85.1,94.66666666666669,2.74,110.03333333333332,98.2,
2020-08-01,517336.1,53834.46666666667,15851.033333333333,89.1,89.0,2.68,96.43333333333334,101.23333333333333,
2020-09-01,520057.2,54661.933333333334,15984.266666666666,80.3,93.66666666666669,2.7,98.5,104.26666666666667,
2020-10-01,522778.3,55489.4,16117.5,92.6,88.0,2.68,93.83333333333333,107.3,
2020-11-01,525429.2333333333,55989.63333333333,16711.9,99.0,93.66666666666669,2.72,106.5,105.8,
2020-12-01,528080.1666666666,56489.86666666667,17306.3,90.8,95.0,2.73,110.10000000000001,104.3,
2021-01-01,530731.1,56990.1,17900.7,95.2,89.66666666666667,2.69,123.03333333333335,102.8,
2021-02-01,533194.0333333333,57840.86666666667,17775.933333333334,97.4,92.66666666666669,2.69,121.8,102.43333333333334,
2021-03-01,535656.9666666667,58691.63333333333,17651.166666666668,100.6,89.66666666666667,2.74,126.33333333333333,102.06666666666666,
2021-04-01,538119.9,59542.4,17526.4,102.5,98.0,2.68,136.86666666666667,101.7,
2021-05-01,538115.8,59552.933333333334,17485.833333333336,105.7,94.66666666666669,2.67,131.63333333333333,102.5,
2021-06-01,538111.7,59563.46666666667,17445.266666666666,111.1,86.0,2.72,129.5,103.3,
2021-07-01,538107.6,59574.0,17404.7,103.6,88.33333333333333,2.69,142.20000000000002,104.1,
2021-08-01,540893.1666666666,60408.166666666664,17523.066666666666,102.9,86.33333333333333,2.78,134.46666666666667,104.43333333333332,
2021-09-01,543678.7333333334,61242.333333333336,17641.433333333334,104.2,86.0,2.88,120.7,104.76666666666667,
2021-10-01,546464.3,62076.5,17759.8,107.4,84.66666666666667,2.94,117.8,105.1,
2021-11-01,547158.1333333334,62138.9,17898.033333333333,108.3,86.66666666666667,3.12,124.73333333333333,104.7,
2021-12-01,547851.9666666667,62201.299999999996,18036.266666666666,104.4,87.0,3.14,127.60000000000001,104.3,
2022-01-01,548545.8,62263.7,18174.5,105.0,86.66666666666667,3.3,117.16666666666667,103.9,
2022-02-01,550163.1333333334,62991.73333333333,18200.933333333334,103.6,84.66666666666667,3.37,126.53333333333335,103.76666666666667,
2022-03-01,551780.4666666667,63719.76666666667,18227.366666666665,103.8,84.33333333333333,3.39,117.5,103.63333333333334,
2022-04-01,553397.8,64447.8,18253.8,104.4,91.33333333333331,3.45,113.83333333333333,103.5,
2022-05-01,554308.6333333334,64099.433333333334,18368.13333333333,103.2,105.0,3.6,135.63333333333333,103.53333333333333,
2022-06-01,555219.4666666667,63751.066666666666,18482.466666666667,96.7,104.66666666666669,3.84,128.36666666666667,103.56666666666666,
2022-07-01,556130.3,63402.7,18596.8,85.9,104.66666666666669,4.12,137.96666666666667,103.6,
2022-08-01,555448.5,62622.33333333333,18686.166666666668,88.7,102.66666666666669,4.46,147.56666666666666,104.36666666666666,
2022-09-01,554766.7000000001,61841.96666666667,18775.533333333333,91.5,97.0,4.66,127.03333333333335,105.13333333333334,
2022-10-01,554084.9,61061.6,18864.9,88.8,104.66666666666669,5.27,127.73333333333333,105.9,
2022-11-01,554742.0666666667,61228.76666666666,18812.06666666667,86.4,98.0,5.67,137.93333333333334,103.93333333333334,
2022-12-01,555399.2333333334,61395.933333333334,18759.233333333334,90.0,98.66666666666669,5.56,129.66666666666666,101.96666666666667,
2023-01-01,556056.4,61563.1,18706.4,90.6,101.33333333333331,5.47,102.76666666666667,100.0,
2023-02-01,557326.1333333333,62699.53333333333,18654.3,90.0,101.0,5.36,121.53333333333335,102.03333333333333,
2023-03-01,558595.8666666667,63835.96666666667,18602.2,91.9,106.0,5.25,121.10000000000001,104.06666666666666,
2023-04-01,559865.6,64972.4,18550.1,95.1,102.0,5.09,123.76666666666667,106.1,
2023-05-01,561324.9,66262.23333333334,18573.233333333334,98.1,98.33333333333331,5.2,120.8,106.46666666666667,
2023-06-01,562784.2,67552.06666666667,18596.366666666665,100.8,97.0,5.32,118.63333333333333,106.83333333333333,
2023-07-01,564243.5,68841.9,18619.5,103.5,97.0,5.25,116.56666666666666,107.2,
2023-08-01,565166.4333333333,69185.0,18512.733333333334,103.4,98.0,5.21,117.46666666666665,109.13333333333334,
2023-09-01,566089.3666666667,69528.09999999999,18405.966666666667,99.8,97.0,5.27,113.46666666666665,111.06666666666666,
2023-10-01,567012.3,69871.2,18299.2,98.2,96.33333333333331,5.33,112.56666666666666,113.0,
2023-11-01,569230.6333333334,70016.0,18321.633333333335,97.2,97.0,5.36,107.7,110.1,
2023-12-01,571448.9666666667,70160.8,18344.066666666666,99.7,99.66666666666669,5.29,118.16666666666667,107.2,
2024-01-01,573667.3,70305.6,18366.5,101.6,101.0,5.22,114.5,104.3,
2024-02-01,573230.5666666667,70410.7,18232.066666666666,101.9,99.0,5.03,125.63333333333333,105.56666666666666,
2024-03-01,572793.8333333334,70515.8,18097.633333333335,100.7,94.33333333333331,4.96,113.43333333333334,106.83333333333333,
2024-04-01,572357.1,70620.9,17963.2,100.7,101.33333333333331,4.88,112.56666666666666,108.1,
2024-05-01,572526.7666666666,70875.13333333333,18106.566666666666,98.4,99.33333333333331,4.9,107.46666666666665,107.39999999999999,
2024-06-01,572696.4333333333,71129.36666666667,18249.933333333334,100.9,99.66666666666669,4.88,127.8,106.7,
2024-07-01,572866.1,71383.6,18393.3,103.7,97.66666666666669,4.78,116.53333333333335,106.0,
2024-08-01,573014.6666666666,71655.7,18320.166666666668,100.8,99.0,4.67,117.36666666666667,107.4,
2024-09-01,573163.2333333334,71927.8,18247.033333333333,100.0,95.66666666666669,4.77,137.3,108.8,
2024-10-01,573311.8,72199.9,18173.9,101.8,95.66666666666669,4.71,135.03333333333333,110.2,
2024-11-01,572893.7666666667,72502.8,18237.133333333335,100.7,97.66666666666669,4.76,135.13333333333333,109.33333333333333,
2024-12-01,572475.7333333333,72805.7,18300.366666666665,88.2,96.33333333333331,4.62,134.96666666666667,108.46666666666667,
2025-01-01,572057.7,73108.6,18363.6,91.2,93.66666666666669,4.5,105.89999999999999,107.6,
2025-02-01,573344.5666666667,74291.06666666667,18618.966666666667,95.2,95.33333333333331,4.43,139.4,107.6,
2025-03-01,574631.4333333333,75473.53333333334,18874.333333333332,93.4,98.0,4.32,147.46666666666667,107.6,
2025-04-01,575918.3,76656.0,19129.7,93.8,97.33333333333331,4.14,130.93333333333334,107.6,
2025-05-01,575918.3,76656.0,19129.7,101.8,96.66666666666669,4.16,124.33333333333333,107.6,
2025-06-01,575918.3,76656.0,19129.7,108.7,96.66666666666669,4.06,121.33333333333333,107.6,
2025-07-01,575918.3,76656.0,19129.7,110.8,96.66666666666669,4.04,124.39999999999999,107.6,
2025-08-01,575918.3,76656.0,19129.7,111.4,99.66666666666669,4.04,124.39999999999999,107.6,
2025-09-01,575918.3,76656.0,19129.7,111.4,99.66666666666669,4.04,124.39999999999999,107.6,
2025-10-01,575918.3,76656.0,19129.7,111.4,99.66666666666669,4.04,124.39999999999999,107.6,
2025-11-01,575918.3,76656.0,19129.7,111.4,99.66666666666669,4.04,124.39999999999999,107.6,
2025-12-01,575918.3,76656.0,19129.7,111.4,99.66666666666669,4.04,124.39999999999999,107.6,
