date,Ad_Sentiment_DI
2004-01-01,67.69090909090912
2005-01-01,17.25454545454542
2006-01-01,62.38181818181823
2007-01-01,8.62727272727271
2008-01-01,45.79090909090914
2009-01-01,45.79090909090914
2010-01-01,50.43636363636361
2011-01-01,58.39999999999999
2012-01-01,58.39999999999999
2013-01-01,58.39999999999999
2014-01-01,28.0
2015-01-01,25.400000000000002
2016-01-01,25.300000000000004
2017-01-01,27.4
2018-01-01,32.9
2019-01-01,-1.0
2020-01-01,20.599999999999998
2021-01-01,22.6
