date,GDP,ICT_Production,ICT_Investment,CCSI,BSI_Composite,Corporate_Loan_Rate,Equipment_Investment_Index,productivity_index,Exchange_Rate,BSI_6M_MA,GDP_12M_MA,Exchange_Rate_12M_Std,CCSI_3M_Momentum,ICT_Prod_6M_Momentum,Loan_Rate_Lag_3M,Ad_Sentiment_DI
2009-05-01,367258.0,26434.466666666667,9516.033333333333,105.2,76.66666666666667,5.43,63.05,95.7,,64.94444444444444,362815.5194444445,,28.200000000000003,1263.0,5.56,47.339393939393965
2009-06-01,370955.0,26773.63333333333,9648.266666666666,107.8,73.33333333333333,5.53,69.8,95.7,,67.83333333333333,362941.2416666667,,34.5,1324.3999999999978,5.48,47.726515151515166
2009-07-01,374652.0,27112.8,9780.5,110.2,75.0,5.53,57.8,95.7,,71.72222222222221,363307.2333333333,,16.299999999999997,1385.7999999999993,5.43,48.113636363636374
2009-08-01,375566.76666666666,27407.033333333333,10128.833333333334,118.4,77.0,5.6,61.5,95.7,,74.55555555555556,364096.4527777778,,13.200000000000005,1557.26666666667,5.43,48.50075757575758
2009-09-01,376481.5333333333,27701.266666666663,10477.166666666666,117.9,86.66666666666667,5.78,68.85,95.7,,77.44444444444444,365308.9,,10.100000000000009,1728.73333333333,5.53,48.88787878787878
2009-10-01,377396.3,27995.5,10825.5,123.1,89.33333333333333,5.84,64.0,95.7,,79.66666666666667,366944.575,,12.899999999999991,1900.2000000000007,5.53,49.27499999999999
2009-11-01,380343.7,28258.666666666668,10712.8,118.2,83.66666666666667,5.84,66.4,95.7,,80.83333333333333,368799.6583333334,,-0.2000000000000028,1824.2000000000007,5.6,49.6621212121212
2009-12-01,383291.1,28521.83333333333,10600.1,116.6,90.66666666666669,5.79,71.7,95.7,,83.72222222222223,370874.15,,-1.3000000000000114,1748.199999999997,5.78,50.0492424242424
2010-01-01,386238.5,28785.0,10487.4,117.2,87.0,5.92,67.7,95.7,,85.72222222222223,373168.05,,-5.899999999999992,1672.2000000000007,5.84,50.43636363636361
2010-02-01,388318.6666666667,29104.033333333333,10605.666666666666,114.7,86.66666666666667,5.83,73.80000000000001,95.7,,87.33333333333333,375500.59444444446,,-3.5,1697.0,5.84,51.09999999999997
2010-03-01,390398.8333333333,29423.066666666666,10723.933333333334,114.6,89.66666666666667,5.74,76.2,95.7,,87.83333333333333,377871.78333333327,,-2.0,1721.800000000003,5.79,51.76363636363634
